Areal values from HadUK-Grid 1km gridded climate data from land surface network
Source: Met Office National Climate Information Centre
Monthly, seasonal and annual mean of daily minimum air temperature for England NW and N Wales
Areal series, starting in 1884
Last updated 01-Jan-2022 10:59
year    jan    feb    mar    apr    may    jun    jul    aug    sep    oct    nov    dec     win     spr     sum     aut     ann
1925    2.2    1.3    1.4    2.8    6.5    8.6   11.0   10.7    7.1    6.1   -0.4   -0.5    2.61    3.54   10.09    4.27    4.74
1926    1.8    3.1    2.3    4.4    4.7    7.8   11.8   10.9    9.3    3.7    1.9    1.6    1.41    3.80   10.23    4.98    5.30
1927    1.8    0.4    3.0    3.3    5.3    6.9   11.0   10.7    8.1    6.1    2.6   -0.6    1.26    3.85    9.57    5.64    4.92
1928    1.6    2.1    1.9    3.5    5.5    7.4   10.3   10.2    7.5    6.0    3.8    0.3    1.01    3.62    9.31    5.78    5.02
1929   -1.1   -2.4   -0.1    1.7    5.6    7.5   10.1   10.2    9.1    5.5    3.0    2.5   -1.03    2.43    9.30    5.88    4.35
1930    1.6   -1.2    1.0    3.8    5.4    8.7   10.5   10.5    9.1    6.6    2.4    1.6    1.02    3.39    9.94    6.04    5.04
1931   -0.1    0.6   -0.6    3.3    5.8    9.0   10.7    9.3    7.2    4.3    4.5    2.6    0.71    2.84    9.65    5.30    4.73
1932    2.8   -0.2    0.4    2.0    5.6    8.1   11.4   11.5    8.0    4.5    3.3    2.9    1.78    2.67   10.34    5.26    5.05
1933   -1.0    0.4    2.1    3.9    6.8    9.3   11.7   11.6    8.8    6.2    2.1   -0.9    0.79    4.25   10.87    5.69    5.10
1934    1.1    0.7    0.4    2.8    5.6    8.6   11.6    9.8    9.0    6.7    2.7    5.1    0.26    2.93   10.03    6.15    5.38
1935    1.5    2.4    2.6    3.3    4.2    9.3   10.9   10.2    8.6    5.5    3.1   -0.5    3.03    3.34   10.14    5.71    5.09
1936    0.1   -1.0    2.9    1.4    5.7    9.0   10.6   10.7    9.7    5.3    2.2    2.0   -0.44    3.34   10.12    5.72    4.91
1937    1.9    1.7   -0.7    4.6    6.4    8.6   10.8   10.6    8.2    5.7    1.7   -0.3    1.87    3.40   10.04    5.19    4.95
1938    2.3    1.7    4.4    2.2    5.3    8.7    9.5   10.5    8.7    6.8    5.7    1.5    1.23    3.99    9.58    7.06    5.64
1939    0.6    1.8    2.0    3.4    5.8    8.0   10.5   11.1    9.0    3.7    4.9    0.5    1.27    3.77    9.85    5.85    5.12
1940   -4.8   -0.6    1.4    3.6    6.2    9.2    9.7   10.1    7.4    5.5    3.5    1.0   -1.68    3.78    9.68    5.47    4.37
1941   -2.8   -0.8    0.4    2.0    4.0    8.6   10.8    9.8   10.1    6.4    2.7    2.7   -0.86    2.14    9.74    6.41    4.52
1942   -1.5   -3.6    0.7    3.3    5.3    7.8    9.9   11.4    8.5    6.4    1.1    3.4   -0.70    3.12    9.74    5.36    4.47
1943    1.4    2.7    2.0    5.1    5.2    8.8    9.8   10.7    8.1    6.2    3.1    0.5    2.51    4.10    9.80    5.82    5.33
1944    2.6    0.5    0.7    4.7    5.4    8.2   11.3   11.0    7.2    5.1    2.6    1.1    1.24    3.58   10.15    4.97    5.04
1945   -3.1    3.1    3.3    4.3    6.2    9.0   11.3   10.3    9.3    7.4    3.8    1.9    0.27    4.60   10.20    6.85    5.57
1946   -0.7    2.5    0.5    4.4    4.7    7.7   10.4    9.4    9.4    5.8    4.9   -0.1    1.19    3.18    9.16    6.70    4.91
1947   -0.6   -4.3   -0.8    3.5    7.1    9.6   11.2   11.4    9.4    6.2    3.3    2.2   -1.57    3.28   10.75    6.31    4.91
1948    1.7    1.3    2.9    3.5    4.7    8.3   10.6   10.4    9.5    6.1    4.2    1.9    1.73    3.71    9.82    6.59    5.45
1949    2.1    1.8    0.9    5.1    5.2    8.7   11.2   11.2   10.5    7.6    3.6    2.5    1.92    3.69   10.37    7.22    5.87
1950    1.3    1.1    2.8    2.7    6.0    9.9   10.7   10.4    8.7    5.8    2.0   -1.6    1.67    3.85   10.37    5.50    5.02
1951    0.6    0.1   -0.3    1.8    4.8    7.8   10.8   10.2    9.6    5.7    4.8    1.9   -0.31    2.12    9.62    6.69    4.85
1952   -0.8   -0.2    2.7    4.0    7.7    8.7   11.4   10.8    6.6    5.1    1.0    0.2    0.33    4.80   10.32    4.21    4.78
1953    1.0    1.2    0.6    2.0    7.2    9.1   10.8   11.0    9.6    5.4    5.6    4.0    0.75    3.26   10.30    6.84    5.64
1954    0.2   -1.3    1.6    2.6    6.4    8.7    9.6   10.1    8.0    8.1    3.2    3.7    1.04    3.52    9.46    6.46    5.11
1955   -0.4   -2.3   -1.1    4.0    4.8    8.5   11.0   11.9    9.5    4.9    3.5    2.0    0.40    2.55   10.46    5.96    4.72
1956    0.6   -3.4    1.8    1.6    5.9    8.1   10.9    8.7    9.9    5.6    3.1    2.9   -0.21    3.12    9.26    6.18    4.68
1957    1.9    0.8    5.0    3.6    5.0    8.1   11.4   10.9    8.3    6.7    3.6    1.2    1.92    4.55   10.16    6.20    5.58
1958   -0.0    0.8   -0.5    2.5    5.7    8.4   10.7   10.9   10.4    7.2    3.0    1.2    0.64    2.57   10.03    6.88    5.05
1959   -1.9    1.2    3.1    4.2    6.8    9.3   10.9   11.2    8.3    7.9    3.9    2.5    0.12    4.74   10.48    6.68    5.65
1960    0.6   -0.1    2.4    3.9    7.1    9.6   10.0    9.8    8.2    6.2    3.3    0.4    1.00    4.45    9.83    5.91    5.13
1961   -0.1    3.0    3.8    5.1    5.5    8.5    9.8   10.1    9.9    6.7    3.0   -1.5    1.02    4.81    9.45    6.53    5.31
1962    0.8    1.3   -2.0    2.6    5.3    7.7    9.8    9.8    8.4    5.9    2.0   -1.1    0.15    1.97    9.13    5.44    4.23
1963   -4.6   -4.3    1.8    4.1    5.4    9.4    9.5    9.8    7.7    6.9    4.1   -0.3   -3.30    3.75    9.55    6.20    4.16
1964    0.6    1.1    0.9    4.3    7.8    8.8   10.6    9.9    8.6    4.6    3.7   -0.2    0.44    4.33    9.78    5.62    5.07
1965    0.0   -0.0    0.2    2.9    6.4    9.0    9.2    9.8    7.9    6.6    0.8    1.0   -0.07    3.20    9.29    5.11    4.51
1966    0.1    2.1    2.8    2.9    5.6   10.1    9.9    9.5    9.0    5.8    2.4    2.1    1.05    3.78    9.81    5.76    5.21
1967    1.3    1.9    3.3    3.4    5.3    8.2   10.9   10.6    8.8    6.9    1.5    1.2    1.81    4.00    9.91    5.74    5.30
1968    1.3   -1.7    1.9    2.7    4.6    9.0    9.7   10.3    9.3    9.1    3.3    0.3    0.34    3.10    9.71    7.25    5.02
1969    2.1   -2.7   -0.4    2.0    6.0    7.8   10.8   11.4    9.2    9.0    1.3   -0.1   -0.03    2.53   10.02    6.55    4.76
1970    0.2   -0.8   -0.1    2.1    7.4   10.0   10.3   10.8    9.8    6.5    4.1    1.5   -0.21    3.15   10.36    6.81    5.19
1971    1.4    1.3    1.3    3.0    5.8    7.5   10.7   10.7    8.8    7.2    2.7    4.0    1.41    3.37    9.68    6.23    5.40
1972    1.1    1.0    1.8    3.9    5.7    6.8   10.1    9.5    6.3    5.9    2.7    2.5    2.07    3.82    8.86    4.98    4.81
1973    1.7    1.1    1.5    2.1    6.4    9.1   10.4   10.8    9.3    5.0    2.5    1.4    1.80    3.35   10.10    5.58    5.13
1974    2.5    2.0    1.4    2.5    5.7    8.0   10.2    9.8    7.6    4.2    3.0    4.6    1.97    3.20    9.37    4.89    5.15
1975    3.3    0.7    0.7    3.7    3.9    8.0   11.6   12.2    8.0    5.6    2.2    2.7    2.96    2.77   10.62    5.26    5.25
1976    2.8    1.4    0.6    3.3    6.6   10.1   11.6   10.4    8.5    6.5    2.6   -0.9    2.31    3.51   10.73    5.87    5.31
1977   -0.7    1.3    2.9    2.9    4.6    7.3   10.6   10.0    8.7    8.0    2.7    3.0   -0.17    3.51    9.31    6.48    5.14
1978    0.2   -0.8    2.6    2.1    6.1    8.4    9.7   10.5    9.7    8.2    5.0    0.5    0.86    3.60    9.55    7.65    5.22
1979   -3.4   -1.8    0.8    3.1    4.5    8.8   10.5    9.8    8.4    7.1    3.0    2.3   -1.55    2.79    9.72    6.18    4.46
1980   -0.9    2.2    0.7    3.5    5.1    8.8    9.8   10.8   10.1    4.8    3.4    2.2    1.16    3.11    9.82    6.10    5.05
1981    1.2   -0.3    3.7    2.9    6.5    8.6   10.5   10.8    9.4    3.8    4.2   -3.2    1.09    4.36   10.01    5.77    4.87
1982   -0.6    1.4    1.6    3.3    5.5    9.9   10.9   10.8    8.9    6.3    4.5    0.8   -0.89    3.47   10.51    6.55    5.28
1983    3.1   -1.5    2.9    1.9    5.7    8.9   12.4   10.9    9.1    6.4    3.9    2.6    0.86    3.49   10.75    6.45    5.56
1984    0.2    0.3    1.3    2.5    4.2    8.9   10.2   11.4    9.3    7.0    4.7    2.2    1.03    2.70   10.15    6.98    5.18
1985   -2.4   -0.9    0.5    4.0    6.0    7.3   11.2   10.4   10.1    6.9    0.3    2.9   -0.35    3.48    9.65    5.75    4.72
1986    0.3   -3.6    1.0    1.4    6.6    9.2   10.7    8.8    5.8    6.6    4.0    2.7   -0.03    3.02    9.57    5.48    4.51
1987   -2.0   -0.4    0.6    4.9    4.9    8.0   11.0   10.8    8.7    5.4    3.6    2.4    0.11    3.45    9.97    5.91    4.86
1988    2.2    1.6    2.4    3.8    6.2    9.2   10.6   10.4    8.8    6.3    1.5    4.8    2.06    4.14   10.09    5.55    5.67
1989    3.5    2.6    2.7    2.1    7.0    8.3   11.7   11.1    9.2    7.8    3.2    0.7    3.64    3.95   10.37    6.73    5.84
1990    3.3    3.8    4.3    2.8    6.7    9.0   10.7   12.4    8.0    8.0    3.4    1.2    2.55    4.61   10.73    6.46    6.15
1991   -0.3   -1.6    3.7    3.7    6.2    7.3   12.3   11.3    8.6    6.5    3.2    1.9   -0.20    4.53   10.32    6.13    5.28
1992    0.4    2.4    3.5    4.4    7.6    9.5   11.0   10.3    8.8    3.7    3.5    0.4    1.54    5.16   10.29    5.35    5.48
1993    2.2    2.4    2.5    5.0    6.0    9.4   10.4    9.0    7.6    3.5    0.9    1.6    1.64    4.53    9.64    4.00    5.08
1994    1.6   -0.3    3.4    3.4    5.6    8.9   11.1   10.5    8.2    5.9    6.7    3.0    1.01    4.11   10.19    6.95    5.70
1995    0.8    2.7    1.0    3.9    6.1    8.7   12.5   12.1    8.6    8.8    4.0   -0.7    2.16    3.67   11.11    7.17    5.73
1996    2.3   -1.2    1.2    3.9    4.0    8.1   10.4   11.1    8.6    7.7    2.0    0.0    0.17    2.99    9.88    6.13    4.86
1997   -0.7    2.8    3.9    4.2    5.9    9.0   11.1   12.7    9.4    5.7    5.5    2.7    0.64    4.65   10.95    6.83    6.02
1998    1.9    4.4    4.0    3.4    7.6    9.5   10.9   10.9   10.1    6.4    2.8    2.0    2.93    5.00   10.45    6.42    6.16
1999    2.0    2.0    3.4    4.8    8.1    8.7   11.7   11.1   10.3    6.7    4.3    1.4    2.02    5.42   10.50    7.08    6.23
2000    1.7    2.6    3.2    3.0    6.4    9.5   10.2   11.0   10.0    6.1    3.7    2.4    1.88    4.25   10.25    6.59    5.83
2001   -0.1   -0.1    0.6    3.0    6.8    8.8   11.3   11.1    9.1    9.5    4.2   -0.2    0.76    3.45   10.43    7.64    5.38
2002    2.2    3.1    3.0    3.7    7.2    9.6   10.4   11.7    9.0    5.3    5.1    2.7    1.63    4.63   10.60    6.48    6.10
2003    1.3   -0.1    2.0    4.4    7.3   10.3   12.4   11.8    8.6    4.4    4.6    1.1    1.34    4.59   11.51    5.84    5.71
2004    2.1    1.3    2.1    5.3    6.5   10.0   10.7   12.5   10.1    6.5    4.7    2.4    1.51    4.64   11.09    7.08    6.20
2005    3.0    1.2    3.5    4.2    6.1   10.0   11.5   10.7   10.0    9.1    2.2    1.5    2.22    4.59   10.71    7.13    6.11
2006    1.1    1.0    0.8    3.9    6.8   10.0   12.6   11.3   11.4    8.6    4.4    3.4    1.20    3.83   11.33    8.13    6.31
2007    3.5    2.1    2.7    5.3    6.8   10.2   10.7   10.5    9.2    6.7    4.3    1.5    3.03    4.93   10.45    6.73    6.14
2008    3.1    1.0    2.0    3.5    8.0    8.7   11.5   12.1    8.9    5.8    3.9    0.1    1.85    4.49   10.81    6.18    5.73
2009   -0.1    1.1    2.6    4.4    6.8    9.1   11.5   11.6    9.5    7.2    4.8   -0.3    0.38    4.63   10.77    7.14    5.72
2010   -1.7   -1.4    1.1    3.3    5.3    9.3   12.0   10.3    9.5    5.9    1.4   -4.4   -1.14    3.23   10.55    5.59    4.24
2011    0.1    3.1    1.5    5.9    7.5    8.3    9.7   10.5   10.4    8.5    5.8    3.0   -0.52    4.95    9.51    8.24    6.20
2012    2.1    1.3    3.9    2.8    6.1    9.0   10.9   11.6    8.5    5.2    3.0    1.2    2.15    4.26   10.53    5.58    5.49
2013    1.0   -0.2   -1.2    2.4    5.5    8.5   12.0   11.8    9.2    9.0    2.6    3.3    0.73    2.25   10.78    6.95    5.38
2014    2.6    2.9    3.0    5.6    7.7    9.7   11.4   10.3    9.5    8.0    4.9    2.0    2.95    5.43   10.48    7.49    6.49
2015    1.3    0.6    1.8    3.0    6.2    8.4   10.5   10.7    7.5    6.2    5.8    5.6    1.33    3.68    9.90    6.51    5.68
2016    2.4    1.0    1.7    2.7    7.1   10.6   11.7   11.8   11.2    6.5    1.7    3.4    3.03    3.84   11.40    6.48    6.01
2017    1.5    3.0    3.9    4.3    7.6   10.9   11.1   11.0    9.3    8.6    3.3    1.6    2.63    5.30   11.02    7.08    6.37
2018    1.8   -0.4    0.7    4.9    6.9    9.9   11.7   11.6    8.8    6.0    4.7    3.9    1.04    4.16   11.12    6.50    5.92
2019    1.2    2.3    3.6    4.0    5.9    9.4   12.2   12.5    9.4    5.8    2.9    2.7    2.45    4.51   11.36    6.07    6.02
2020    3.2    2.6    2.0    4.4    6.1   10.2   10.8   12.2    8.5    6.5    5.1    1.9    2.83    4.20   11.07    6.74    6.16
2021   -0.1    1.4    3.1    0.7    5.0    9.7   12.2   11.3   11.1    8.4    4.2    2.9    1.08    2.95   11.11    7.90    5.87
