Areal values from HadUK-Grid 1km gridded climate data from land surface network
Source: Met Office National Climate Information Centre
Monthly, seasonal and annual number of days in the month with precipitation amount >= 1mm for Scotland
Areal series, starting in 1891
Last updated 01-Jan-2022 11:00
year    jan    feb    mar    apr    may    jun    jul    aug    sep    oct    nov    dec     win     spr     sum     aut     ann
1921   24.7    8.5   24.0    9.3   17.6    8.5   14.5   18.7   13.2   20.5   12.5   22.5    50.0    50.8    41.7    46.1   194.3
1922   22.8   19.4   15.3   15.7   14.1   15.9   19.9   18.0   14.9   11.3   16.0   19.8    64.7    45.0    53.8    42.3   203.1
1923   22.5   19.2   10.1   14.8   17.2   13.3   19.5   22.8   21.1   24.7   20.2   22.7    61.4    42.1    55.7    66.0   228.2
1924   19.3   13.1    7.8   14.1   22.4   15.7   22.7   21.5   18.8   15.4   13.9   21.4    55.1    44.3    59.9    48.2   206.2
1925   16.6   22.3   16.7   17.5   22.4    7.2   14.6   15.7   19.6   17.9   13.0   19.9    60.3    56.7    37.5    50.5   203.4
1926   22.7   18.1   16.7   15.2   18.7   16.6   12.5   16.7   17.9   18.7   19.6   16.3    60.6    50.6    45.7    56.3   209.7
1927   22.7   13.9   17.8   21.1   13.5   20.2   15.8   19.7   21.4   17.4   19.5    9.2    52.9    52.4    55.7    58.4   212.2
1928   27.8   16.6   18.7   13.0    9.8   20.0   16.6   19.9   15.5   20.9   21.8   19.6    53.6    41.5    56.5    58.3   220.2
1929   10.5   11.3    5.0   13.4   14.6   16.2   14.4   21.6   13.7   23.2   22.4   25.9    41.4    33.0    52.2    59.3   192.3
1930   22.1    6.0   15.7   14.0   12.6   13.3   17.0   22.6   15.9   24.3   19.2   18.6    53.9    42.3    52.9    59.4   201.2
1931   21.2   21.5   10.1   17.6   17.1   17.9   22.1   10.8   10.6   17.7   21.0   18.3    61.3    44.7    50.9    49.2   205.8
1932   19.9    4.3   15.4   19.9   15.9    6.3   20.5   12.5   19.7   25.2   14.2   18.1    42.6    51.2    39.4    59.1   192.1
1933   13.8   17.8   13.8   15.6   13.6    9.8   17.3   16.4    7.0   18.3   13.1   10.3    49.7    43.1    43.5    38.4   166.8
1934   20.7    8.2   17.7   19.8   16.0   10.4   16.5   18.7   20.3   23.3   12.2   22.4    39.2    53.5    45.6    55.9   206.3
1935   14.7   19.1   13.5   15.4    6.3   18.6   12.8   13.7   19.8   24.7   19.6   16.2    56.3    35.2    45.2    64.2   194.7
1936   20.2   14.4   14.0   10.9   10.3   10.6   21.1   14.4   13.9   16.8   16.6   21.6    50.9    35.2    46.1    47.3   184.8
1937   22.7   20.8   14.7   11.8   11.0   14.0   15.9   12.6   15.8   14.1   10.9   15.0    65.2    37.5    42.5    40.8   179.4
1938   23.0   12.9   17.0    6.4   16.3   18.8   19.0   14.4   17.1   24.3   23.3   19.3    50.8    39.7    52.2    64.7   211.8
1939   19.1   19.9   19.6   13.2    8.4   12.2   20.3   11.7   10.9   14.6   24.7   13.6    58.3    41.2    44.2    50.2   188.1
1940   11.7   11.3   19.5   14.7   11.6    7.7   22.9   14.7   15.9   16.5   22.4   18.5    36.6    45.8    45.2    54.9   187.4
1941   11.4   18.4   12.8   13.0   12.0    6.6   15.9   22.0    9.2   18.7   18.6   16.3    48.3    37.8    44.5    46.5   174.8
1942   19.3   11.7   12.6    9.8   12.9    9.4   18.7   18.0   19.5   22.4   10.2   22.1    47.3    35.3    46.1    52.1   186.6
1943   20.2   17.8   12.6   17.2   15.8   16.9   13.3   22.4   17.0   19.0   19.2   13.2    60.2    45.6    52.6    55.2   204.6
1944   21.5   14.0   11.7   13.7   14.4   17.1   12.7   14.1   17.9   19.5   22.1   20.0    48.7    39.7    44.0    59.4   198.6
1945   18.8   20.3   13.2   12.6   19.3   18.5   14.2    9.9   15.9   14.3    7.3   20.0    59.1    45.0    42.6    37.5   184.4
1946   16.8   17.0   12.7   11.3    9.3   19.6   20.2   20.8   21.4    5.3   20.8   17.3    53.8    33.3    60.6    47.5   192.5
1947   15.5    8.2   16.5   20.1   15.6   18.7   13.7    1.5   18.1   13.5   21.1   14.8    41.0    52.2    33.8    52.7   177.2
1948   22.6   15.5   12.3   13.9   13.3   18.3   15.0   18.7   19.7   19.6   14.6   18.8    53.0    39.5    52.0    53.9   202.3
1949   20.2   16.9   12.9   18.7   14.5   10.0   10.1   16.3   10.9   19.1   20.4   24.5    55.9    46.1    36.3    50.5   194.5
1950   15.3   17.3   14.6   19.4   10.3   14.0   20.6   20.5   25.0   17.5   18.8   16.3    57.1    44.3    55.1    61.3   209.6
1951   20.2   18.3   17.4   17.4    7.9   11.1   16.1   21.3   13.0    9.9   23.5   22.3    54.8    42.7    48.6    46.4   198.6
1952   19.1   13.7   13.7   11.4   12.0   16.2   15.3   17.9   15.5   18.3   16.1   21.3    55.1    37.1    49.4    49.9   190.5
1953   14.3   13.6    6.8   15.6   13.3   11.3   23.1   18.0   16.1   14.2   20.7   17.3    49.2    35.7    52.4    51.0   184.3
1954   16.2   17.0   13.8    9.6   14.0   15.8   17.3   18.3   22.7   23.5   22.4   23.4    50.5    37.4    51.4    68.5   214.0
1955   15.6   15.0   10.6   11.7   17.2   10.9    4.2    8.0   17.8   18.1   12.6   21.6    54.0    39.4    23.2    48.5   163.2
1956   19.6   13.2    9.8   12.0   13.8   15.3   15.9   20.8   15.5   15.8   13.3   22.2    54.5    35.6    52.0    44.6   187.1
1957   20.3   15.5   18.3   11.7   11.5   12.6   15.3   17.5   17.8   18.7   13.3   17.7    58.0    41.5    45.4    49.7   190.1
1958   19.5   18.6   12.0   12.8   17.3   12.8   16.0   19.8   12.5   17.1    9.6   19.4    55.8    42.1    48.7    39.3   187.5
1959   14.5   10.0   13.6   18.7    9.1   14.5   14.4   10.7    7.0   14.2   22.5   23.8    43.9    41.4    39.6    43.8   173.0
1960   16.8   17.8   10.0   13.9    7.9   12.3   19.6   21.7   13.9   19.1   20.0   18.3    58.5    31.8    53.6    53.0   191.4
1961   15.4   16.9   14.4   16.2    9.5   13.9   13.7   19.2   18.5   22.2   14.9   14.6    50.7    40.1    46.9    55.7   189.6
1962   22.2   15.5   11.5   11.8   14.2   12.2   10.2   21.1   18.5   12.3   15.7   18.1    52.3    37.5    43.5    46.5   183.3
1963    8.9    5.9   18.5   15.0   18.9   14.7   14.3   18.8   16.5   18.1   20.9   10.3    32.9    52.4    47.7    55.5   180.7
1964   11.4    9.1    8.8   17.7   15.2   13.3   13.7   17.1   17.6   13.6   15.4   19.6    30.8    41.7    44.1    46.6   172.5
1965   17.5    8.8   12.0   16.8   15.3   16.7   14.0   15.6   18.3   12.1   15.5   21.8    45.9    44.2    46.3    45.8   184.5
1966   11.0   15.9   19.0   10.8   16.7   17.1   14.0   13.1   15.0   18.1   18.1   24.5    48.6    46.5    44.3    51.2   193.3
1967   17.9   16.6   22.4   12.9   19.3   12.0   16.3   13.9   16.2   24.4   16.3   18.6    58.9    54.7    42.2    56.9   206.8
1968   18.8   12.8   17.6   11.7   13.8   12.1   13.6    9.9   14.4   19.2   11.2   13.1    50.2    43.1    35.6    44.8   168.1
1969   20.2   12.9    9.0   12.9   17.5   12.3   13.8   13.5   13.9   15.8   19.7   15.8    46.2    39.4    39.6    49.4   177.3
1970   16.6   16.6   17.3   17.5   13.4    8.9   19.2   11.7   19.0   18.4   22.6   15.3    49.1    48.2    39.8    60.1   196.6
1971   17.2   12.7   15.1    8.7   13.4   13.6   10.3   13.6   10.7   15.9   18.9   15.9    45.2    37.2    37.5    45.5   166.1
1972   18.4   14.2   12.9   16.1   14.9   18.4   10.9   11.3    6.5    9.3   19.1   16.2    48.6    43.8    40.6    34.9   168.2
1973   14.6   15.4   10.6   13.5   16.2   12.0   12.6   14.9   13.6   12.9   17.8   20.5    46.1    40.3    39.4    44.3   174.5
1974   23.0   17.0   11.5    2.7   13.5   11.9   18.6   16.2   21.2   18.2   20.9   25.6    60.5    27.7    46.7    60.2   200.3
1975   24.6    7.8   11.8   18.0    7.4    9.5   14.9   11.5   19.8   10.4   16.3   15.5    58.0    37.2    35.9    46.5   167.5
1976   20.6   12.5   15.8   10.5   18.1   12.5   10.2    4.5   14.4   20.0   15.2   16.6    48.6    44.4    27.1    49.6   170.8
1977   15.9   15.4   18.6   20.2    9.8   11.1    9.4   11.5   16.0   17.5   20.3   14.6    47.8    48.5    32.0    53.7   180.1
1978   18.8   13.6   21.4    9.3    7.6   11.3   11.9   16.0   20.5   15.8   19.4   18.0    47.0    38.3    39.1    55.6   183.5
1979   17.1    7.4   20.2   17.0   18.2   12.4   16.5   16.3   16.4   17.2   21.5   19.9    42.4    55.4    45.2    55.1   200.0
1980   15.0   14.7   16.5    6.3    6.1   17.5   15.7   16.6   21.5   19.5   18.7   23.2    49.6    28.9    49.8    59.7   191.3
1981   21.2   11.3   18.9    6.6   15.2   15.4   15.3    9.3   18.3   21.7   20.9   12.4    55.7    40.7    40.0    60.9   186.5
1982   15.5   13.7   18.0   10.0   12.3    8.1    8.7   20.0   20.2   20.0   21.3   20.1    41.6    40.3    36.8    61.5   187.9
1983   23.9    9.3   21.8   13.6   15.7   11.7    7.0    7.7   19.5   23.8   10.2   21.3    53.3    51.2    26.4    53.4   185.4
1984   22.6   14.5   12.7    9.0    6.2   10.8    8.4    7.7   19.7   21.9   20.1   19.8    58.3    27.8    27.0    61.7   173.4
1985   12.4    6.6   15.7   19.0   10.7   15.4   20.3   24.9   19.9   10.2   15.7   21.7    38.9    45.4    60.6    45.8   192.5
1986   20.8    5.5   19.6   14.3   21.7    8.4   14.2   14.9   11.5   18.7   22.3   24.0    47.9    55.6    37.5    52.4   195.8
1987   10.6   12.5   17.8    9.7   12.1   15.5   15.8   14.1   18.3   18.4   14.7   14.5    47.1    39.6    45.4    51.5   174.0
1988   21.8   18.9   20.7   11.4   10.0    5.8   23.8   20.5   16.8   17.5   13.5   18.7    55.2    42.0    50.0    47.9   199.3
1989   17.9   21.0   21.7   12.8    9.8   11.2    8.2   20.1   12.2   21.1    9.7    9.9    57.5    44.4    39.5    43.0   175.6
1990   24.4   23.9   19.6   15.4    9.7   16.5   11.0   17.1   15.2   18.6   13.4   17.9    58.3    44.7    44.6    47.3   202.8
1991   14.7   11.7   15.6   13.3    8.6   18.7   14.0   11.5   13.5   14.8   21.2   13.2    44.2    37.6    44.2    49.4   170.8
1992   10.3   18.4   22.9   18.3   11.3    7.6   15.6   22.4   19.3   15.1   23.2   16.0    41.9    52.5    45.6    57.6   200.4
1993   24.6   10.7   15.2   14.6   13.2   12.4   17.6   14.0   11.5   13.3   10.7   23.2    51.4    43.0    44.0    35.5   181.0
1994   23.7   12.0   25.1   17.5    6.0   16.9   11.4   13.0   15.0   15.3   18.8   22.6    58.8    48.6    41.3    49.1   197.3
1995   22.9   20.5   20.5   12.0   16.1    8.3   12.9    7.6   17.0   22.0   14.0   10.0    66.0    48.7    28.7    53.0   183.8
1996   13.6   16.8    8.2   16.7   14.3   10.6   12.0   12.4    7.6   22.8   19.6   12.4    40.5    39.2    35.0    50.0   167.1
1997    8.6   22.2   17.6    9.6   13.2   14.1   13.8   11.2   12.8   12.7   17.6   19.5    43.3    40.5    39.1    43.1   172.9
1998   18.5   18.5   16.8   17.3   10.4   15.9   18.8   15.7   12.2   21.4   20.0   20.3    56.5    44.6    50.4    53.6   205.9
1999   21.7   18.9   16.3   14.3   14.4   15.8   12.8   10.3   17.8   16.5   16.7   23.4    60.9    45.0    38.9    51.0   198.9
2000   18.2   22.8   14.9   14.4   12.2   12.9    7.8   17.2   18.0   22.9   22.2   18.3    64.3    41.4    37.9    63.0   201.7
2001   12.5   14.2   13.3   14.6    8.6   13.9   15.0   16.2   14.1   23.0   19.9   14.8    44.9    36.5    45.2    57.0   180.2
2002   19.0   23.1   16.0   12.9   17.8   20.5   18.4   12.2    7.5   18.7   19.9   12.2    57.0    46.7    51.1    46.1   198.3
2003   18.7    8.5   10.4    8.8   20.9   13.6   14.4    8.5   14.1   12.9   18.5   16.3    39.5    40.1    36.5    45.5   165.6
2004   23.3   13.0   14.1   17.9   11.3   18.9   13.5   16.6   18.3   20.4   18.2   20.2    52.7    43.3    49.0    56.9   205.7
2005   20.5   15.8   15.1   14.8   17.3   13.5    8.6   16.5   15.9   16.9   17.4   15.0    56.6    47.2    38.5    50.1   187.3
2006   11.9   11.5   18.4   16.1   18.0    9.6   10.5   14.5   16.3   20.6   21.0   18.4    38.5    52.6    34.6    57.8   186.8
2007   23.3   16.9   15.2    7.7   17.6   13.7   18.2   15.7   13.7   11.3   19.3   15.9    58.6    40.6    47.6    44.4   188.7
2008   24.6   14.7   21.6   17.0    5.3   16.1   14.8   19.6   15.1   22.1   17.8   15.2    55.3    43.9    50.5    55.0   204.0
2009   17.9   14.7   18.0   12.0   17.3   11.1   20.2   21.4   13.0   18.7   22.0   16.6    47.9    47.2    52.8    53.7   203.0
2010   15.1   12.8   13.8   13.1   11.7    7.6   19.8   15.6   16.1   16.0   19.0   12.3    44.5    38.7    42.9    51.1   172.9
2011   16.1   19.2   13.7    9.3   21.4   15.7   11.6   18.0   20.9   22.0   15.8   25.3    47.5    44.3    45.2    58.7   208.9
2012   18.2   14.0    8.6   19.0   11.3   15.2   17.3   17.9   18.6   16.7   19.8   20.8    57.5    38.9    50.4    55.1   197.4
2013   17.7   10.7   10.6   15.0   14.9    9.9   11.2   15.1   13.3   20.0   16.9   23.8    49.2    40.6    36.2    50.3   179.3
2014   23.2   22.3   16.1   14.0   16.3   11.5   13.5   19.8    7.5   21.3   16.6   21.3    69.4    46.4    44.8    45.5   203.5
2015   22.6   13.8   17.8   12.1   18.9   14.3   21.2   16.7    8.5   11.9   22.4   25.4    57.7    48.9    52.2    42.8   205.6
2016   23.4   17.1   14.0   16.6    9.5   14.6   19.9   14.4   17.6   10.2   14.4   16.6    65.9    40.1    49.0    42.3   188.5
2017   14.6   16.3   17.4   11.9    9.9   18.2   17.3   20.0   18.6   21.8   20.3   19.0    47.6    39.2    55.5    60.7   205.4
2018   19.5   15.2   15.0   14.7    8.2    8.1   11.4   17.6   19.8   17.6   18.3   16.1    53.7    37.9    37.2    55.7   181.6
2019   15.1   13.2   19.7    8.3   14.6   16.4   15.2   20.6   18.0   16.8   14.6   20.1    44.4    42.6    52.1    49.4   192.5
2020   20.5   23.1   15.6    7.0   10.8   16.7   19.1   13.2   13.9   22.9   18.4   22.7    63.7    33.4    48.9    55.3   204.0
2021   18.0   14.2   14.3    8.4   15.7    6.8    8.7   11.3   14.3   22.6   18.2   17.5    54.9    38.4    26.8    55.1   169.9
