Areal values from HadUK-Grid 1km gridded climate data from land surface network
Source: Met Office National Climate Information Centre
Monthly, seasonal and annual number of days in the month with air frost (minimum temperature below zero) for Scotland
Areal series, starting in 1960
Last updated 01-Jan-2022 10:59
year    jan    feb    mar    apr    may    jun    jul    aug    sep    oct    nov    dec     win     spr     sum     aut     ann
2002    9.3   11.1    9.2    5.4    1.4    0.0    0.0    0.0    0.1    6.7    3.6    9.6    38.5    16.0     0.0    10.4    56.4
2003   15.7   16.3    9.2    3.3    1.0    0.0    0.0    0.0    0.3    6.6    4.8   14.1    41.6    13.5     0.0    11.7    71.4
2004   13.0   16.6    9.4    2.0    0.8    0.0    0.0    0.0    0.0    1.3    5.9   11.6    43.6    12.2     0.1     7.3    60.7
2005    9.5   13.4    9.5    4.8    3.4    0.2    0.0    0.0    0.1    0.5   11.3   11.6    34.5    17.7     0.2    11.9    64.3
2006   12.0   13.6   16.7    7.3    2.4    0.0    0.0    0.0    0.0    0.2    4.3    8.4    37.2    26.3     0.0     4.5    64.9
2007    9.2    9.6    8.6    2.5    1.5    0.1    0.0    0.0    1.0    1.2    5.3   14.2    27.2    12.7     0.1     7.5    53.3
2008   13.5   11.6   13.6    8.7    0.8    0.2    0.0    0.0    0.1    4.5    9.5   16.8    39.3    23.1     0.2    14.1    79.3
2009   16.7   12.7    9.1    3.0    1.2    0.4    0.0    0.0    0.0    1.4    6.0   22.2    46.3    13.2     0.4     7.4    72.6
2010   20.9   21.3   13.2    6.6    4.5    0.0    0.0    0.0    0.8    3.2   15.0   24.8    64.3    24.2     0.0    19.0   110.2
2011   17.6   10.6   11.0    1.2    1.5    0.2    0.0    0.0    0.0    0.6    2.6   14.9    53.0    13.7     0.2     3.2    60.3
2012   13.3    9.9    4.6   10.2    4.7    0.5    0.0    0.1    0.8    6.7    9.4   15.6    38.1    19.5     0.7    16.9    75.9
2013   14.5   18.2   21.5   11.8    2.7    0.1    0.0    0.0    0.2    0.9   11.8    7.0    48.2    36.0     0.1    12.9    88.7
2014    9.1    8.0    6.5    2.5    1.1    0.0    0.0    0.1    0.0    0.6    3.2   14.7    24.0    10.2     0.1     3.8    45.9
2015   16.0   13.5   11.0    7.6    3.6    0.5    0.0    0.0    0.0    1.2    4.9    7.3    44.1    22.2     0.5     6.1    65.6
2016   14.3   17.9   10.8   10.0    1.1    0.0    0.0    0.1    0.0    1.6   13.4    6.3    39.6    21.9     0.1    15.0    75.5
2017   14.6   10.3    9.8    4.3    1.0    0.2    0.0    0.0    0.0    1.0    9.9   16.2    31.1    15.2     0.2    10.9    67.4
2018   16.2   19.1   16.7    5.9    1.2    0.0    0.0    0.0    0.2    4.4    4.1    9.6    51.5    23.9     0.0     8.6    77.3
2019   17.2    8.6    7.4    5.2    4.0    0.0    0.0    0.0    0.0    5.1   12.7   10.0    35.4    16.6     0.0    17.8    70.2
2020    7.8   12.5   11.7    5.7    3.8    0.1    0.0    0.0    1.1    0.5    3.7   12.0    30.3    21.2     0.2     5.4    59.1
2021   23.0   12.2    7.1   16.8    4.4    0.2    0.0    0.0    0.1    0.9    4.7   13.3    47.3    28.4     0.2     5.7    82.8
