Areal values from HadUK-Grid 1km gridded climate data from land surface network
Source: Met Office National Climate Information Centre
Monthly, seasonal and annual mean of daily minimum air temperature for Scotland E
Areal series, starting in 1884
Last updated 01-Jan-2022 11:01
year    jan    feb    mar    apr    may    jun    jul    aug    sep    oct    nov    dec     win     spr     sum     aut     ann
2010   -3.0   -3.0   -0.2    2.3    3.6    8.1    9.7    8.5    7.6    4.5   -0.2   -5.9   -3.10    1.92    8.74    3.97    2.69
2011   -1.3    0.4    0.7    4.1    4.8    6.7    8.3    8.7    8.3    6.6    4.4   -0.3   -2.37    3.22    7.89    6.42    4.29
2012   -0.3    0.9    2.5    1.1    3.9    6.9    8.8    9.5    6.6    2.3    1.1   -0.7    0.08    2.53    8.41    3.30    3.57
2013   -0.1   -1.3   -2.0    0.9    4.2    7.2   10.8    9.8    7.3    6.5    0.2    1.8   -0.69    1.05    9.31    4.67    3.81
2014    0.7    1.1    2.0    3.9    6.0    9.1    9.7    8.2    8.7    5.8    3.6   -0.6    1.20    3.96    9.00    6.03    4.87
2015   -0.7   -0.6    0.8    1.4    3.7    6.7    8.6    9.1    6.6    4.4    2.9    2.2   -0.63    1.96    8.14    4.62    3.78
2016    0.2   -1.3    0.7    1.1    5.3    8.2    9.5    9.6    9.3    4.4   -0.6    1.9    0.39    2.38    9.10    4.37    4.05
2017   -0.2    0.9    1.5    2.6    5.8    8.9    9.3    8.9    7.8    6.4    0.8   -0.6    0.88    3.28    9.03    4.99    4.35
2018   -0.8   -1.7   -0.8    2.7    5.6    8.1   10.6    9.2    6.8    4.2    3.4    0.7   -1.01    2.49    9.32    4.79    4.03
2019   -1.1    0.7    2.0    2.7    4.2    7.5   11.0   10.3    7.6    3.6    1.0    1.0    0.10    2.97    9.65    4.05    4.24
2020    1.5   -0.1    0.7    2.1    4.8    8.6    8.6    9.9    6.8    4.9    3.4    0.7    0.81    2.52    9.06    5.02    4.33
2021   -2.4   -0.7    1.9   -1.0    3.6    8.3   11.1    9.8    9.3    6.2    3.0    0.3   -0.81    1.54    9.76    6.15    4.15
