year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1940, -0.7,,2.8,,5.3,,7.9, 11.1, 14.9, 13.6, 14.5, 11.8,,9.0,,6.6,
1941,,0.0,,3.0,,4.6,,5.8,,8.4, 13.5, 15.3, 13.5, 13.9, 10.0,,6.4
1942,,2.0,,0.4,,5.2,,8.5, 10.0, 13.0, 14.0, 15.0, 12.6,,9.7,,4.8
1943,,4.9,,5.6,,6.1,,9.2, 10.4, 12.8, 14.9, 14.4, 11.9,,9.8,,6.3
1944,,5.8,,3.3,,4.7,,9.0, 10.0, 12.2, 14.9, 15.5, 11.5,,8.5,,6.1
1945,,0.6,,6.1,,6.8,,9.2, 10.7, 12.8, 14.6, 14.6, 13.1, 11.0,,6.7,
1946,,2.8,,5.5,,4.5,,8.8,,9.7, 11.4, 14.1, 12.9, 12.8,,9.1,
1947,,2.0, -2.3,,3.1,,7.3, 11.4, 13.5, 14.7, 17.2, 13.6,,9.9,,6.9,
1948,,4.8,,4.0,,7.8,,7.7, 10.2, 12.1, 14.2, 13.8, 12.7,,9.6,,7.5
1949,,5.2,,5.1,,4.9,,8.6,,9.9, 13.9, 16.2, 15.3, 14.9, 11.2,,6.4
1950,,4.0,,4.9,,6.8,,6.8, 10.5, 14.4, 14.4, 13.9, 11.9,,9.0,,5.2
1951,,3.5,,3.1,,3.4,,5.9,,8.9, 12.7, 14.8, 13.5, 13.1,,9.3,
1952,,2.7,,3.2,,6.1,,8.2, 11.8, 12.5, 15.1, 14.5, 10.2,,8.5,,4.1
1953,,3.2,,3.6,,5.2,,6.5, 11.4, 13.0, 14.2, 14.8, 12.9,,9.2,,8.1
1954,,2.9,,2.4,,5.3,,6.8, 10.1, 12.1, 12.7, 13.1, 11.9, 11.0,,6.6,
1955,,2.6,,0.9,,2.7,,8.1,,8.7, 12.7, 16.4, 17.0, 13.2,,8.8,
1956,,3.7, -0.4,,5.7,,6.3, 10.4, 12.0, 14.4, 12.5, 13.3,,8.9,,5.9,
1957,,4.9,,4.6,,8.6,,8.1,,9.7, 13.9, 15.0, 14.4, 11.7, 10.2,,5.8
1958,,3.6,,4.6,,3.3,,6.5,,9.9, 12.5, 14.4, 14.3, 13.9, 10.0,,6.4
1959,,2.2,,4.4,,6.5,,8.2, 11.7, 13.6, 15.3, 15.5, 13.8, 11.8,,6.9,
1960,,3.8,,3.2,,5.8,,7.8, 11.7, 14.6, 13.8, 13.7, 12.0,,9.2,,6.5
1961,,3.2,,6.2,,7.1,,8.9,,9.9, 12.6, 13.7, 14.1, 13.9,,9.9,
1962,,4.0,,4.0,,2.1,,6.6,,8.9, 12.2, 13.7, 13.0, 11.6,,9.6,
1963, -2.6, -1.2,,5.2,,7.4,,9.3, 13.6, 13.7, 13.1, 11.9, 10.1,,7.4,,2.3
1964,,3.3,,3.8,,4.0,,7.5, 11.7, 12.4, 14.3, 14.0, 13.0,,8.1,,7.1
1965,,3.1,,2.4,,4.6,,7.1, 10.2, 12.7, 12.9, 13.8, 10.9, 10.3,,4.2,
1966,,2.6,,5.1,,5.8,,6.4,,9.9, 13.7, 13.7, 13.5, 12.8,,9.3,
1967,,4.1,,4.7,,6.0,,7.0,,9.1, 12.8, 14.8, 14.2, 12.5,,9.7,
1968,,4.3,,1.4,,5.3,,6.7,,8.6, 13.3, 13.9, 14.6, 12.7, 11.7,,6.1
1969,,4.9,,0.5,,3.1,,6.6,,9.8, 12.6, 14.8, 14.7, 12.7, 12.1,,5.0
1970,,3.7,,2.6,,3.2,,5.6, 11.4, 14.8, 13.6, 14.6, 13.3,,9.8,,7.4
1971,,4.3,,4.0,,4.5,,7.0, 10.4, 11.4, 15.6, 14.3, 13.7, 10.8,,6.0,
1972,,3.5,,3.8,,5.7,,7.2,,8.9, 10.0, 14.3, 13.6, 10.7,,9.6,
1973,,4.2,,4.0,,5.3,,6.1, 10.2, 13.3, 14.2, 15.4, 13.1,,8.7,,6.3
1974,,5.4,,4.8,,4.8,,7.5,,9.5, 12.4, 13.5, 13.5, 10.7,,7.2,
1975,,6.1,,4.2,,4.1,,7.2,,9.1, 13.5, 15.8, 16.4, 11.9,,9.3,
1976,,5.1,,3.7,,4.0,,7.1, 10.3, 14.7, 16.4, 16.3, 12.0,,9.2,,5.8
1977,,2.3,,4.7,,6.3,,6.2,,9.6, 11.4, 14.9, 14.1, 11.9, 11.0,,5.6
1978,,3.2,,2.1,,5.7,,5.6, 10.6, 12.2, 13.4, 13.6, 12.7, 11.2,,7.9,
1979,,0.2,,0.7,,3.7,,6.6,,8.1, 12.4, 14.5, 13.3, 12.1, 10.3,,6.6
1980,,1.9,,5.4,,4.1,,7.7, 10.4, 12.3, 13.4, 14.3, 13.4,,8.2,,5.9
1981,,4.4,,2.6,,7.0,,7.2, 10.0, 12.0, 14.1, 15.1, 13.2,,7.4,,7.2
1982,,2.7,,4.5,,5.3,,7.5, 10.2, 14.1, 15.1, 14.2, 13.0,,9.4,,7.3
1983,,5.9,,1.4,,5.8,,5.7,,9.0, 12.9, 17.8, 16.0, 12.6,,9.6,
1984,,3.5,,3.3,,4.0,,7.7,,9.1, 13.2, 15.4, 16.2, 12.6, 10.2,,6.9
1985,,0.6,,2.3,,4.0,,7.4,,9.8, 11.4, 14.7, 13.2, 13.6,,9.8,
1986,,3.3, -1.5,,4.4,,4.7,,9.8, 13.7, 14.1, 12.2, 10.2, 10.0,,7.1,
1987,,0.8,,3.1,,3.7,,9.1,,9.2, 11.4, 14.6, 14.4, 12.5,,8.8,
1988,,5.0,,4.3,,5.8,,7.5, 10.7, 13.6, 13.3, 13.6, 12.0,,9.6,,5.2
1989,,5.9,,5.4,,6.4,,5.6, 12.0, 13.1, 16.7, 15.1, 13.1, 10.9,,6.4,
1990,,6.1,,6.7,,7.4,,7.1, 11.8, 12.3, 15.8, 16.4, 11.9, 11.0,,6.2,
1991,,2.7,,1.3,,6.8,,7.1, 10.1, 10.9, 15.7, 15.3, 13.6,,9.2,,6.2
1992,,3.3,,5.2,,6.5,,7.7, 12.3, 14.2, 15.0, 13.7, 12.1,,7.1,,7.0
1993,,5.5,,4.6,,5.8,,8.7, 10.3, 13.6, 13.8, 13.1, 11.4,,7.2,,4.4
1994,,4.8,,2.8,,6.6,,7.0,,9.8, 12.6, 15.6, 14.3, 11.7,,9.6,
1995,,4.6,,5.9,,4.7,,8.0, 10.4, 13.2, 16.9, 18.0, 12.5, 12.3,,7.1,
1996,,4.1,,2.2,,4.2,,7.5,,8.1, 12.8, 14.9, 14.9, 12.7, 10.8,,5.6
1997,,2.1,,5.8,,7.3,,8.4, 10.7, 12.8, 15.2, 17.2, 13.1,,9.7,,8.2
1998,,4.7,,6.8,,7.4,,6.8, 12.1, 13.0, 14.1, 14.6, 13.6,,9.8,,6.1
1999,,5.2,,4.9,,6.4,,8.5, 11.8, 12.5, 16.2, 15.1, 14.0, 10.0,,7.2,
2000,,4.4,,5.6,,6.5,,6.8, 11.0, 13.6, 14.5, 15.1, 13.7,,9.4,,6.4
2001,,3.1,,3.9,,4.4,,6.7, 11.5, 13.0, 15.2, 15.1, 12.6, 12.3,,7.3,
2002,,5.5,,6.2,,6.8,,8.1, 10.7, 12.7, 14.2, 15.2, 13.1,,9.4,,8.3
2003,,4.1,,3.6,,6.9,,9.2, 10.6, 14.4, 15.9, 16.6, 13.1,,8.2,,7.6
2004,,4.9,,4.5,,5.7,,8.5, 11.0, 14.1, 14.3, 16.1, 13.8,,9.6,,7.5
2005,,5.9,,3.8,,6.6,,8.1, 10.3, 14.2, 15.5, 14.9, 14.0, 12.0,,5.8,
2006,,3.9,,3.4,,4.4,,7.9, 11.1, 14.7, 17.8, 15.0, 15.2, 11.9,,7.5,
2007,,6.6,,5.4,,6.4, 10.4, 11.0, 14.2, 13.9, 14.4, 13.0, 10.4,,7.4,,5.0
2008,,6.2,,5.1,,5.6,,7.2, 12.7, 12.8, 15.1, 14.9, 12.4,,9.2,,6.8
