year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1970, 17.9, 13.8, 13.7, 15.4,,5.0,,7.1, 13.8,,8.8, 10.7, 12.3, 20.0, 12.8,,45.6
1971, 12.7,,7.3, 11.9,,5.3, 10.1, 12.4,,7.7, 13.4,,5.7,,8.6, 11.9,
1972, 17.8, 11.7, 13.8, 12.1, 15.2, 17.0,,9.4,,7.2,,5.1,,5.3, 15.5, 11.5,
1973,,9.5,,9.4,,6.0, 11.8, 13.5,,7.3, 11.9, 10.5, 10.9, 10.3,,8.7, 12.6
1974, 16.7, 13.6, 11.0,,2.6,,8.6,,9.7, 13.9, 11.3, 17.4, 15.6, 16.4, 16.9,,42.9
1975, 18.6,,6.3, 11.2, 15.4,,6.9,,5.5, 12.5,,8.4, 13.9,,6.2, 13.2,
1976, 13.5,,9.3, 10.0,,5.9, 16.9,,4.8,,6.2,,3.0, 14.2, 22.1, 11.2, 14.0
1977, 14.5, 17.5, 14.9, 13.8,,8.1, 11.4,,6.5, 10.5,,9.1, 12.1, 16.7, 12.9,,45.9
1978, 17.0, 14.3, 15.1,,8.4,,6.8, 11.2, 12.6, 14.9, 12.4,,7.2, 10.7, 19.4,,44.2
1979, 11.9,,7.7, 17.0, 14.4, 17.6,,8.4,,7.0, 14.7,,8.7, 12.5, 15.6, 19.1,
1980, 14.0, 14.2, 16.0,,2.8,,5.6, 17.9, 10.5, 13.9, 12.9, 17.4, 17.1, 14.9,,47.3,
1981, 14.5,,7.8, 19.7,,9.0, 15.3, 10.7, 10.7,,6.6, 14.3, 17.0, 13.9, 10.8,,37.2
1982, 12.2,,8.2, 13.8,,4.5,,7.5, 15.4,,4.5, 16.2, 11.1, 15.7, 18.8, 13.8,
1983, 16.5,,9.3, 15.4, 15.5, 18.3,,7.1,,5.5,,5.4, 13.3, 14.3,,6.3, 16.7
1984, 20.4, 10.1, 11.1,,4.5,,6.5,,8.9,,5.6,,7.8, 15.7, 15.0, 17.5, 14.1
1985, 15.4,,3.1, 13.4, 13.4, 10.3, 12.8, 13.9, 19.3, 10.5,,6.5, 14.9, 16.5,,32.6,
1986, 18.5,,5.8, 14.6, 15.1, 15.4,,7.4,,9.2, 14.6,,2.3, 13.9, 15.2, 19.6,
1987,,7.6,,9.0, 13.4,,9.2, 11.2, 18.6, 11.9, 12.2, 11.5, 16.2, 12.2, 10.2,,36.2
1988, 18.5, 12.3, 17.8,,8.9, 11.8,,5.6, 21.1, 14.7, 10.0, 14.0,,7.6,,9.9,
1989,,7.9, 12.5, 15.1, 14.2,,5.2,,8.6,,6.1, 10.7,,5.8, 15.3,,8.1
1990, 19.0, 17.6,,7.3,,8.9,,7.1, 15.9,,7.2,,9.5, 10.1, 15.0, 12.1, 14.2
1991, 12.1, 11.2, 12.4,,9.0,,4.4, 17.5,,9.9,,6.9,,8.7, 10.8, 14.3,
1992,,5.8, 10.7, 16.8, 14.8,,8.0,,5.5, 11.4, 15.1, 14.7, 11.5, 18.8, 10.0,,24.0
1993, 17.8,,4.2,,6.2, 13.7, 11.5,,9.7, 14.9, 11.3, 12.8, 10.4,,8.9, 20.6,
1994, 17.4, 10.8, 17.1, 14.0,,7.2,,8.8,,8.3, 10.6, 14.0, 13.1, 14.0, 17.5,,48.8
1995, 16.9, 16.3, 16.0,,5.7, 10.2,,7.5,,7.4,,4.0, 13.7,,9.0, 11.5, 10.4
1996,,9.4, 14.1,,6.7,,9.9,,9.9,,7.6,,8.6, 11.4,,6.0, 14.6
1997,,3.8, 16.2,,8.9,,6.0, 11.5, 17.2, 12.2, 10.6,,8.3,,8.9, 16.4, 15.4
1998, 15.5,,6.8, 12.7, 18.2,,7.9, 17.3, 14.4, 10.2, 10.4, 19.2, 15.5, 15.2,,37.7,
1999, 18.5,,9.7, 14.7, 12.6, 12.2, 12.6,,6.3, 13.1, 13.6, 11.3, 10.9, 20.3,,43.4,
2000, 11.0, 16.5,,7.9, 17.4, 11.6, 10.5, 10.5, 13.3, 16.7, 19.8, 19.9, 15.2,,47.8,,36.8
2001, 10.3, 12.7, 10.7, 16.6,,7.1,,8.9,,9.2, 14.6, 15.3, 16.9, 12.0, 11.1,,38.3
2002, 13.9, 19.7,,9.7,,8.2, 15.0, 11.4, 13.7, 10.8,,4.2, 15.5, 18.4, 16.4,,44.7
2003, 15.9,,6.1,,6.8,,7.9, 16.0, 10.7, 11.1,,3.8,,8.5,,8.8, 13.6
2004, 18.6, 10.8, 10.6, 13.4,,7.3, 13.2, 14.4, 18.3, 11.5, 18.6, 11.2, 10.8,,41.2,,31.3
2005, 13.0, 11.2,,9.7, 13.6, 11.9, 10.4,,8.3, 11.6, 11.2, 14.6, 13.6, 11.9,,35.0,
2006,,7.3, 10.6, 16.7, 11.5, 15.4,,5.4,,6.1, 16.5, 11.8, 17.0, 15.3, 14.6,,29.9
2007, 17.2, 15.2,,9.7,,2.8, 13.5, 15.5, 17.9,,8.7,,9.2,,6.7, 12.6, 13.1
2008, 21.0,,8.2, 16.8, 15.8,,5.4, 11.8, 14.6, 17.9, 12.7, 14.0, 13.9, 11.0,,42.3,
2009, 14.1,,7.6,,9.3,,7.2, 14.5,,9.2, 19.1, 14.3,,6.1, 12.4, 22.1, 18.8
2010, 13.5, 14.1, 10.6,,6.3,,6.5,,7.1, 12.5, 13.3, 14.2, 12.2, 18.4,,9.0,
2011, 11.3, 16.2,,5.3,,3.5, 13.4, 12.7, 10.5, 15.7, 11.9, 15.3, 10.0, 19.7,,36.5,
2012, 13.9,,6.8,,4.8, 17.9,,9.3, 17.6, 17.0, 15.1, 13.6, 14.6, 15.4, 18.8,,40.5
2013, 13.7,,7.1, 11.0,,7.7, 12.9,,8.9,,8.0,,9.7,,9.5, 19.8, 11.9
2014, 22.2, 17.1, 11.1,,9.4, 15.4,,8.4,,9.2, 17.2,,4.0, 16.3, 15.6, 14.0,
2015, 16.1,,9.3, 11.4,,8.4, 14.7,,7.3, 15.2, 12.9,,8.1,,9.5, 19.5, 21.1
2016, 20.4, 12.6, 10.5, 15.8,,8.0, 14.1, 12.0, 12.0, 10.9, 10.1, 13.3, 10.1,,54.1,,34.2
2017, 11.5, 13.4, 13.3,,5.7,,8.6, 13.2, 16.7, 12.5, 18.2, 12.3, 13.0, 13.6,,35.1,
2018, 17.2, 13.1, 16.2, 12.4,,6.3,,5.0,,6.8, 11.3, 10.7, 10.0, 13.3, 15.0,,43.9
2019,,8.8,,8.4, 14.7,,6.4, 10.4, 14.0, 12.1, 14.7, 15.7, 16.7, 18.7, 14.3,,32.2
2020, 11.4, 19.9,,9.1,,3.6,,3.9, 16.3, 14.9, 14.9,,9.1, 19.5, 12.7, 20.6,
2021, 17.5, 13.9, 10.0,,3.8, 16.6,,4.9, 11.8, 10.5,,8.9, 15.5, 10.3, 17.7,,52.0
