year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1982, -0.5,,1.6,,1.7,,3.4,,5.7, 10.5, 11.4, 11.2,,9.4,,6.6,
1983,,3.3, -1.2,,2.7,,2.2,,5.9,,9.4, 13.0, 11.6,,9.7,,6.5
1984,,0.4,,0.4,,1.4,,2.3,,4.8,,9.1, 10.4, 11.8,,9.7,
1985, -2.4, -1.0,,0.6,,4.1,,6.2,,7.9, 11.3, 10.5,,9.8,,7.1,
1986,,0.4, -3.7,,1.0,,1.7,,6.6,,9.3, 11.1,,9.3,,6.1,
1987, -1.9,,0.1,,0.5,,5.1,,5.2,,8.5, 11.2, 11.0,,9.2,,5.8
1988,,2.3,,1.3,,2.7,,3.7,,6.7,,9.5, 10.8, 10.5,,9.1,
1989,,2.9,,2.2,,3.2,,2.3,,7.2,,8.6, 12.2, 11.1, 10.0,,7.9
1990,,3.4,,4.0,,4.2,,2.7,,6.6,,9.1, 10.8, 12.5,,8.3,
1991,,0.3, -1.8,,4.0,,3.5,,6.3,,7.8, 12.3, 11.6,,9.3,,6.5
1992,,0.7,,1.8,,3.7,,4.3,,7.7,,9.9, 11.8, 11.0,,9.3,
1993,,2.3,,2.1,,2.4,,5.4,,6.6,,9.6, 10.6,,9.5,,8.2
1994,,2.0,,0.0,,3.9,,3.8,,6.2,,9.3, 12.0, 11.3,,8.8,
1995,,1.2,,3.1,,1.2,,4.1,,6.2,,8.9, 12.7, 12.6,,9.2,
1996,,2.2, -0.8,,1.2,,3.7,,4.3,,8.4, 10.8, 11.3,,9.0,,7.6
1997, -0.7,,3.0,,4.0,,3.8,,6.1,,9.7, 11.3, 13.6,,9.5,,5.9
1998,,2.1,,3.5,,4.2,,3.9,,7.9, 10.1, 11.1, 10.7, 10.6,,6.9,
1999,,2.3,,1.9,,3.5,,5.0,,8.3,,8.8, 12.0, 11.5, 10.8,,6.7
2000,,1.5,,2.6,,3.4,,3.6,,7.1, 10.1, 10.6, 11.5, 10.5,,6.6,
2001,,0.4,,0.7,,1.6,,3.5,,7.0,,9.0, 11.9, 12.0,,9.4,
2002,,2.3,,3.4,,3.3,,4.1,,7.4,,9.7, 11.0, 12.2,,9.4,
2003,,1.5,,0.3,,2.5,,4.3,,7.3, 10.6, 12.6, 12.5,,8.6,,4.8
2004,,2.1,,2.1,,2.5,,5.1,,6.9, 10.4, 11.0, 12.9, 10.4,,7.0,
2005,,2.8,,1.2,,3.5,,4.4,,6.4, 10.3, 12.0, 10.8, 10.4,,9.7,
2006,,1.5,,0.9,,1.3,,4.2,,7.5, 10.3, 13.3, 11.8, 12.1,,9.3,
2007,,3.8,,2.7,,2.9,,5.6,,7.4, 10.6, 11.1, 10.7,,9.4,,6.9
2008,,3.4,,1.0,,2.4,,3.5,,8.2,,9.4, 11.6, 12.5,,9.3,
2009, -0.1,,1.2,,2.5,,4.9,,7.1,,9.6, 11.7, 12.1,,9.8,,7.6
2010, -1.4, -0.3,,1.8,,3.5,,5.6,,9.6, 12.5, 10.9,,9.6,,6.5,
2011,,0.9,,3.4,,2.2,,6.1,,7.4,,9.0, 10.2, 11.0, 10.7,,8.5
2012,,2.3,,0.8,,3.4,,3.0,,6.9,,9.7, 11.1, 12.1,,8.4,
2013,,1.0,,0.2, -0.4,,2.8,,5.6,,9.0, 12.4, 12.1,,9.4,,9.1
2014,,2.5,,3.1,,3.1,,5.7,,7.9, 10.2, 12.2, 10.6, 10.1,,8.8,
2015,,1.3,,0.7,,2.4,,3.7,,6.5,,8.8, 11.1, 11.4,,7.9,
2016,,2.3,,1.4,,1.8,,3.0,,7.4, 10.8, 12.1, 12.2, 11.7,,6.9,
2017,,0.9,,3.2,,4.6,,4.1,,8.2, 11.4, 12.0, 11.2,,9.4,,8.9
2018,,2.3, -0.4,,1.3,,5.8,,7.4, 10.5, 12.7, 12.0,,9.1,,6.4,
2019,,1.1,,2.1,,4.1,,3.9,,6.1,,9.9, 12.5, 12.4,,9.7,
2020,,3.5,,3.0,,2.4,,4.8,,6.5, 10.4, 11.2, 13.0,,9.2,,7.1
2021,,0.2,,1.7,,3.3,,0.9,,5.5, 10.6, 12.8, 11.7, 11.3,,8.5,
