year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1979, -3.6, -2.2, -0.4,,2.2,,3.4,,8.0,,9.5,,8.5,,7.4,,6.9
1980, -0.9,,1.5,,0.1,,3.1,,4.6,,8.0,,9.0,,9.8,,9.5
1981,,0.9, -0.2,,2.0,,2.0,,5.9,,7.8,,9.5,,9.7,,8.6
1982, -0.9,,1.5,,0.8,,3.2,,4.6,,8.7,,9.9, 10.0,,7.9,
1983,,2.5, -1.5,,2.5,,1.0,,4.9,,7.8, 11.1, 10.4,,7.7,,5.6
1984, -1.1,,0.8,,0.9,,2.5,,4.0,,8.5,,9.7, 10.0,,7.7,
1985, -2.5, -0.7,,0.2,,3.1,,5.1,,6.6,,9.9,,9.2,,8.4,
1986, -0.7, -3.0,,0.7,,0.6,,5.6,,7.8,,9.5,,7.5,,5.5,
1987, -1.8, -0.9, -0.2,,3.8,,4.5,,6.6, 10.0,,9.0,,7.5,,4.1,
1988,,0.9,,1.1,,1.2,,3.0,,5.2,,8.6,,9.6,,9.7,
1989,,3.8,,1.6,,1.4,,1.5,,5.5,,7.2, 10.2, 10.0,,7.6,
1990,,2.5,,2.3,,3.8,,2.4,,5.7,,7.9,,9.9, 10.8,,7.0
1991, -0.4, -1.5,,2.5,,3.0,,5.7,,6.4, 11.5, 11.0,,7.4,,5.6,
1992,,0.6,,1.8,,2.8,,3.5,,6.6,,9.4,,9.6,,9.2,
1993,,1.3,,2.9,,1.9,,4.0,,5.3,,8.8,,9.1,,8.2,
1994,,0.6, -0.6,,1.8,,2.2,,4.3,,7.9, 10.2,,9.2,,7.0,
1995, -0.3,,1.2,,0.2,,3.1,,5.2,,7.8, 10.9, 11.0,,7.7,,8.0
1996,,2.6, -1.3,,0.6,,3.4,,3.3,,7.5,,9.4, 10.4,,8.1,
1997, -0.1,,1.7,,3.3,,3.9,,5.0,,7.9, 10.2, 11.6,,7.7,,5.1
1998,,1.2,,4.6,,2.9,,2.2,,6.5,,7.8,,9.8,,9.8,
1999,,1.3,,1.1,,2.1,,4.0,,6.9,,7.4, 10.4,,9.6,,9.9
2000,,1.4,,1.7,,3.2,,2.2,,5.3,,8.1,,9.2,,9.9,
2001, -0.5, -0.4, -0.3,,2.2,,5.9,,7.6, 10.1,,9.7,,8.1,,8.9,
2002,,2.2,,1.8,,2.2,,3.5,,6.2,,9.2,,9.6, 10.8,,8.3
2003,,0.5, -0.1,,1.6,,4.1,,6.3,,9.5, 11.6, 10.4,,8.1,,3.7
2004,,1.6,,0.4,,1.6,,4.5,,6.1,,9.2,,9.6, 11.6,,9.2
2005,,2.0,,0.9,,2.9,,3.5,,4.9,,9.4, 10.2,,9.7,,9.4
2006,,1.1,,0.7,,0.2,,2.4,,5.4,,8.9, 11.3, 10.1, 10.3,,7.6
2007,,2.6,,1.8,,2.1,,4.9,,5.6,,9.3,,9.6,,9.9,
2008,,1.8,,1.3,,1.2,,2.6,,7.2,,7.9, 11.0, 11.1,,8.3,
2009,,0.4,,0.9,,2.0,,4.4,,5.8,,8.5, 10.6, 10.8,,9.2,
2010, -2.1, -2.2,,0.6,,3.1,,4.5,,9.0, 10.7,,9.2,,8.7,,5.4
2011, -0.3,,1.7,,1.3,,5.2,,6.4,,7.5,,8.9,,9.5,,9.4
2012,,1.6,,2.3,,3.8,,1.8,,5.1,,7.9,,9.6, 10.5,,7.9
2013,,1.4, -0.5, -1.1,,1.7,,5.0,,7.9, 11.4, 10.5,,8.4,,7.5,
2014,,2.0,,2.2,,2.9,,5.1,,6.8,,9.4, 10.5,,9.2,,9.1
2015,,0.5,,0.3,,1.5,,1.9,,4.8,,7.4,,9.0,,9.6,
2016,,1.8, -0.0,,1.7,,1.9,,6.0,,9.3, 10.3, 10.3, 10.1,,5.7,
2017,,1.4,,2.3,,2.7,,3.9,,6.5,,9.6,,9.9,,9.9,
2018,,0.6, -0.7,,0.1,,3.9,,6.4,,9.0, 10.9, 10.3,,7.7,,5.3
2019,,0.7,,2.3,,3.1,,3.8,,4.8,,8.5, 11.6, 11.4,,8.6,
2020,,2.9,,1.4,,1.6,,3.2,,5.4,,9.5,,9.6, 10.5,,7.7
2021, -1.5,,1.0,,2.7,,0.3,,4.1,,9.0, 11.3, 10.4, 10.0,,7.4,
