year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
2003,,1.0, -0.0,,2.1,,4.1,,6.7, 10.1, 12.1, 11.7,,8.2,,4.2,
2004,,1.7,,1.3,,2.1,,4.7,,6.5,,9.8, 10.3, 12.2,,9.7,
2005,,2.5,,1.0,,3.2,,3.9,,5.7,,9.8, 11.2, 10.4,,9.8,
2006,,1.3,,0.7,,0.7,,3.4,,6.5,,9.6, 12.4, 11.1, 11.3,,8.4
2007,,3.2,,2.1,,2.5,,5.3,,6.5,,9.8, 10.5, 10.2,,8.7,
2008,,2.4,,0.9,,1.7,,3.0,,7.5,,8.6, 11.2, 11.8,,8.8,
2009, -0.1,,0.9,,2.2,,4.5,,6.4,,9.0, 11.1, 11.4,,9.4,,7.0
2010, -1.7, -1.1,,1.2,,3.2,,5.1,,9.3, 11.6, 10.2,,9.0,,6.0,
2011,,0.4,,2.6,,1.8,,5.7,,6.8,,8.2,,9.7, 10.2, 10.0,
2012,,1.8,,1.2,,3.4,,2.5,,6.0,,8.7, 10.3, 11.3,,8.0,
2013,,1.0, -0.2, -0.7,,2.2,,5.2,,8.5, 11.9, 11.4,,8.9,,8.3,
2014,,2.1,,2.5,,2.8,,5.3,,7.3,,9.8, 11.5,,9.9,,9.7
2015,,0.8,,0.5,,1.9,,3.0,,5.7,,8.1, 10.2, 10.6,,7.6,
2016,,1.8,,0.6,,1.6,,2.5,,6.7, 10.0, 11.3, 11.3, 10.9,,6.2,
2017,,1.0,,2.6,,3.6,,3.8,,7.4, 10.5, 11.0, 10.5,,9.0,,8.1
2018,,1.4, -0.7,,0.7,,4.8,,6.9,,9.8, 11.9, 11.1,,8.4,,5.8
2019,,0.8,,2.0,,3.5,,3.8,,5.5,,9.2, 12.1, 11.7,,9.1,
2020,,3.0,,2.1,,1.9,,4.0,,6.1,,9.8, 10.4, 11.9,,8.6,
2021, -0.5,,1.2,,3.0,,0.6,,4.9,,9.8, 12.1, 11.1, 10.7,,7.8,
