year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
2005,,1.1,,0.1,,2.4,,2.6,,4.1,,8.6,,9.6,,9.0,
2006, -0.0, -0.3, -0.7,,1.5,,4.2,,8.3, 10.7,,9.6,,9.4,,6.5,
2007,,1.2,,0.7,,1.5,,4.1,,4.6,,8.3,,9.0,,8.7,
2008,,0.1,,0.1, -0.0,,1.6,,5.8,,7.1, 10.3, 10.4,,7.7,,3.3
2009, -1.0, -0.2,,1.1,,3.3,,4.5,,7.6,,9.7, 10.0,,8.2,,5.5
2010, -3.0, -3.0, -0.2,,2.3,,3.6,,8.1,,9.7,,8.5,,7.6,,4.5
2011, -1.3,,0.4,,0.7,,4.1,,4.8,,6.7,,8.3,,8.7,,8.3
2012, -0.3,,0.9,,2.5,,1.1,,3.9,,6.9,,8.8,,9.5,,6.6
2013, -0.1, -1.3, -2.0,,0.9,,4.2,,7.2, 10.8,,9.8,,7.3,,6.5,
2014,,0.7,,1.1,,2.0,,3.9,,6.0,,9.1,,9.7,,8.2,
2015, -0.7, -0.6,,0.8,,1.4,,3.7,,6.7,,8.6,,9.1,,6.6,
2016,,0.2, -1.3,,0.7,,1.1,,5.3,,8.2,,9.5,,9.6,,9.3
2017, -0.2,,0.9,,1.5,,2.6,,5.8,,8.9,,9.3,,8.9,,7.8
2018, -0.8, -1.7, -0.8,,2.7,,5.6,,8.1, 10.6,,9.2,,6.8,,4.2,
2019, -1.1,,0.7,,2.0,,2.7,,4.2,,7.5, 11.0, 10.3,,7.6,,3.6
2020,,1.5, -0.1,,0.7,,2.1,,4.8,,8.6,,8.6,,9.9,,6.8
2021, -2.4, -0.7,,1.9, -1.0,,3.6,,8.3, 11.1,,9.8,,9.3,,6.2,
