year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1946,,0.8,,4.0,,1.6,,4.6,,6.1,,8.3, 10.9, 10.2, 10.2,,7.5
1947,,0.0, -3.6,,1.3,,4.3,,7.6,,9.8, 11.5, 12.6, 10.2,,6.5,
1948,,3.0,,2.0,,4.0,,3.9,,5.9,,9.5, 10.9, 10.9,,9.8,
1949,,3.2,,2.4,,1.8,,5.4,,5.9,,9.6, 11.9, 11.6, 11.7,,8.7
1950,,2.0,,2.9,,3.8,,4.0,,7.0, 10.7, 11.3, 10.9,,9.5,,6.8
1951,,1.9,,1.1,,1.5,,2.6,,5.6,,8.9, 11.1, 10.4, 10.5,,6.3
1952,,0.7,,0.5,,3.8,,4.4,,8.0,,9.0, 11.8, 11.4,,7.1,
1953,,0.7,,1.1,,0.9,,3.3,,7.6,,9.4, 11.3, 11.3,,9.7,
1954,,0.9,,0.4,,2.8,,2.7,,6.6,,9.2, 10.3, 10.3,,9.2,
1955,,1.0, -1.1, -0.8,,4.5,,5.6,,9.7, 11.9, 12.6,,9.6,,5.4,
1956,,1.5, -3.6,,2.7,,2.3,,6.3,,8.7, 11.3,,9.6, 10.9,,6.1
1957,,2.6,,2.6,,6.2,,4.7,,5.9,,9.1, 12.1, 11.3,,9.5,
1958,,1.1,,2.9,,0.7,,2.8,,6.7,,9.0, 11.2, 11.7, 11.0,,7.8
1959,,0.1,,1.7,,4.1,,5.3,,7.2,,9.7, 11.3, 11.7,,9.2,
1960,,1.7,,1.1,,3.7,,4.4,,7.9, 10.3, 10.9, 10.5,,9.2,,6.9
1961,,1.3,,4.7,,3.4,,6.3,,6.1,,8.8, 10.5, 11.1, 10.6,,7.2
1962,,1.9,,1.7, -0.9,,3.4,,5.8,,8.1, 10.4, 10.4,,8.7,,6.4
1963, -5.1, -3.0,,2.5,,4.4,,6.2, 10.1, 10.3, 10.5,,8.9,,7.9,,5.6
1964,,1.3,,1.7,,1.8,,4.3,,8.1,,9.5, 11.1, 10.5,,9.5,
1965,,1.1,,0.0,,1.6,,3.7,,6.8,,9.0, 10.0, 10.5,,7.8,
1966,,1.3,,4.0,,3.0,,4.3,,6.2, 10.2, 10.5, 10.2,,9.8,,6.7
1967,,2.1,,2.2,,3.5,,4.0,,6.2,,9.0, 11.2, 10.8,,9.8,
1968,,2.3, -0.8,,2.4,,2.9,,5.3,,9.7, 10.3, 11.4, 10.1,,9.8,
1969,,3.3, -1.3,,1.0,,3.3,,6.7,,8.6, 11.2, 11.4,,9.9,,9.1
1970,,1.8,,0.5,,0.7,,2.9,,7.4, 10.7, 10.6, 11.0, 10.3,,7.1,
1971,,2.5,,1.3,,1.7,,3.5,,6.4,,8.3, 11.5, 11.6,,9.8,
1972,,1.6,,2.1,,2.8,,4.4,,6.0,,7.0, 10.7, 10.1,,7.1,
1973,,2.3,,1.7,,1.6,,2.9,,6.9,,9.3, 10.6, 11.9, 10.1,,5.9
1974,,3.5,,2.5,,2.0,,3.5,,5.9,,9.0, 10.8, 10.0,,8.0,
1975,,4.1,,2.4,,2.0,,4.1,,5.6,,9.0, 12.1, 12.6,,8.7,
1976,,3.3,,1.7,,1.4,,3.1,,6.9, 10.7, 12.1, 11.3,,9.0,,6.9
1977,,0.5,,3.0,,4.0,,3.3,,5.5,,7.9, 11.3, 10.6,,9.1,
1978,,1.3,,0.4,,3.1,,2.6,,6.5,,8.8, 10.5, 10.4,,9.4,
1979, -2.5, -1.0,,1.5,,3.6,,4.8,,8.9, 11.0, 10.2,,8.8,,7.9,
1980, -0.6,,3.6,,1.9,,4.0,,5.7,,9.2, 10.1, 11.3, 10.7,,5.6,
1981,,2.2,,0.2,,5.2,,3.8,,6.9,,9.1, 11.2, 11.3,,9.8,
1982,,1.3,,2.5,,2.3,,3.8,,6.1, 10.3, 11.6, 11.3,,9.9,,7.0
1983,,4.0, -0.6,,3.3,,2.4,,6.1,,9.7, 13.4, 11.9, 10.1,,7.0,
1984,,1.2,,1.1,,1.3,,3.2,,5.2,,9.4, 10.7, 12.2, 10.0,,7.7
1985, -1.9,,0.3,,1.2,,4.4,,6.3,,8.3, 11.2, 10.7, 10.1,,7.2,
1986,,1.6, -3.4,,1.7,,1.6,,6.6,,9.7, 11.0,,9.3,,6.4,
1987, -1.2,,0.9,,1.4,,5.3,,5.7,,8.6, 11.1, 11.0,,9.6,,6.2
1988,,3.2,,1.6,,3.7,,3.8,,6.8,,9.8, 10.7, 10.4,,9.4,
1989,,3.4,,2.9,,3.9,,2.2,,8.0,,8.9, 12.6, 11.4, 10.0,,8.5
1990,,4.2,,4.5,,4.5,,3.0,,7.4,,9.2, 11.4, 12.6,,8.5,
1991,,0.8, -1.6,,4.2,,3.7,,6.6,,8.2, 12.2, 11.6, 10.1,,6.6,
1992,,1.0,,2.4,,4.1,,4.5,,8.0,,9.6, 12.0, 11.0,,9.5,
1993,,3.4,,2.7,,3.0,,5.8,,6.7,,9.9, 10.9,,9.8,,8.2
1994,,2.8,,1.1,,4.6,,3.8,,6.6,,9.1, 11.7, 11.4,,9.2,
1995,,2.4,,3.9,,1.9,,4.4,,6.4,,9.2, 12.8, 13.2,,9.4,
1996,,2.9, -0.2,,1.9,,4.1,,4.4,,8.6, 11.0, 11.1,,9.0,,8.4
1997, -0.2,,3.4,,4.4,,4.1,,6.7,,9.9, 11.0, 13.9, 10.0,,7.1,
1998,,2.6,,3.7,,4.8,,3.9,,8.3, 10.2, 11.3, 10.7, 10.9,,7.4,
1999,,2.9,,2.8,,3.7,,5.4,,8.6,,8.8, 12.0, 11.9, 10.5,,7.0
2000,,1.8,,3.4,,3.6,,3.6,,7.4, 10.1, 11.1, 11.8, 10.7,,6.8,
2001,,1.4,,1.5,,2.5,,3.9,,7.2,,9.1, 11.6, 12.1,,9.8, 10.1
2002,,3.6,,4.0,,4.1,,4.6,,7.3,,9.5, 11.0, 11.7,,9.4,
2003,,1.8,,1.4,,3.6,,4.8,,7.2, 10.4, 12.4, 12.9,,9.0,,5.3
2004,,2.8,,2.1,,2.7,,5.2,,7.0, 10.6, 11.1, 12.6, 10.9,,7.2,
2005,,3.6,,1.4,,3.7,,4.9,,6.6, 10.8, 12.3, 10.9, 10.5, 10.0,,2.9
2006,,1.9,,0.9,,2.2,,4.7,,7.7, 10.3, 13.2, 12.2, 12.1,,9.7,
2007,,4.5,,3.6,,3.3,,5.9,,7.6, 10.9, 11.1, 10.7,,9.6,,7.6
2008,,4.0,,2.0,,3.1,,3.8,,8.8,,9.4, 11.6, 12.4,,9.2,
2009,,0.4,,1.6,,2.8,,4.9,,7.2, 10.0, 12.0, 12.1,,9.6,,8.2
2010, -1.3,,0.5,,1.8,,3.7,,6.0,,9.6, 12.4, 11.0,,9.7,,6.7
2011,,1.1,,4.0,,2.6,,6.5,,7.7,,9.1, 10.5, 10.9, 11.2,,9.1
2012,,3.5,,1.4,,4.1,,3.2,,7.1, 10.2, 11.0, 12.7,,8.8,,6.8
2013,,2.2,,0.9,,0.2,,3.1,,5.5,,9.3, 12.5, 12.1, 10.1,,9.7
2014,,3.0,,3.3,,3.4,,5.7,,8.0, 10.3, 12.3, 10.7, 10.4,,9.4,
2015,,2.3,,0.8,,2.7,,4.4,,6.9,,9.2, 11.4, 11.1,,8.3,
2016,,3.2,,2.1,,1.9,,3.5,,7.7, 11.2, 12.2, 12.1, 11.7,,6.9,
2017,,2.1,,3.7,,5.0,,4.3,,8.4, 11.3, 12.2, 11.2,,9.8,,9.3
2018,,2.8,,0.3,,1.7,,5.9,,7.4, 11.1, 12.7, 12.0,,9.4,,6.4
2019,,2.0,,3.1,,4.5,,5.0,,6.2, 10.1, 12.2, 12.4, 10.4,,7.2,
2020,,3.7,,3.9,,2.9,,5.4,,6.8, 10.4, 11.2, 13.1,,9.5,,7.5
2021,,1.1,,2.4,,3.5,,1.7,,5.9, 10.3, 12.8, 11.5, 11.2,,9.0,
