year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1974, 19.5, 15.1, 10.1,,2.9, 10.5, 10.7, 14.1, 13.9, 19.6, 16.2, 18.6, 18.2,,50.1,,23.5
1975, 20.8,,7.1, 13.0, 15.7,,6.9,,6.0, 12.1,,9.2, 15.7,,7.9, 13.9,
1976, 14.2,,9.9, 10.9,,6.5, 14.9,,6.9,,7.3,,3.4, 14.4, 20.8, 13.7, 14.4
1977, 15.4, 17.8, 16.2, 15.0,,9.4, 11.2,,7.1, 11.6, 10.6, 13.8, 17.3, 14.1,,47.6,
1978, 17.2, 13.6, 17.7,,9.8,,7.3, 10.9, 11.8, 13.3, 13.1,,8.7, 13.0, 19.0,,44.9
1979, 14.9,,8.7, 18.9, 15.0, 17.1,,9.5,,9.2, 14.2, 10.5, 14.3, 17.2, 18.2,,42.7
1980, 12.6, 14.3, 16.4,,4.5,,5.6, 17.0, 12.9, 13.1, 14.8, 17.1, 15.1, 17.3,,45.1,
1981, 15.7,,9.3, 19.5,,7.3, 16.6, 10.7, 11.5,,6.6, 16.0, 19.2, 14.9, 12.9,,42.2
1982, 13.7, 11.0, 15.9,,6.4,,9.7, 13.2,,6.4, 16.0, 14.2, 17.4, 18.9, 15.7,,37.6
1983, 18.0,,8.7, 17.1, 15.5, 17.8,,8.4,,5.8,,5.9, 15.6, 16.6,,7.5, 17.1
1984, 21.0, 11.7, 10.7,,5.3,,7.5,,8.5,,6.6,,8.0, 16.7, 16.9, 18.0, 16.9
1985, 12.8,,5.1, 14.3, 14.5, 10.4, 15.0, 15.0, 20.7, 11.7,,7.4, 13.6, 18.0,,34.8,
1986, 19.5,,4.2, 16.7, 14.5, 17.5,,7.3, 11.5, 13.9,,5.6, 15.1, 18.0, 20.4,,41.8
1987,,7.7, 10.4, 15.1,,9.8, 11.0, 16.5, 12.2, 11.3, 13.7, 17.4, 12.5, 11.0,,38.5,
1988, 21.1, 13.7, 18.5,,9.1, 10.8,,6.2, 20.6, 15.0, 12.1, 14.5,,9.1, 11.6,,45.8
1989, 12.1, 15.9, 17.1, 13.7,,6.1,,9.4,,6.4, 13.0,,8.5, 16.6,,8.8, 11.8
1990, 20.8, 19.5, 10.7, 11.5,,6.4, 14.8,,7.8, 11.1, 11.0, 15.7, 12.2, 14.9,,52.1,
1991, 13.5, 10.4, 13.5, 11.4,,5.2, 18.1, 11.4,,7.7, 10.3, 12.1, 16.2,,8.9,,38.7
1992,,7.4, 12.8, 18.7, 15.1,,8.9,,6.5, 13.0, 18.2, 15.9, 13.0, 20.2, 12.0,,29.1
1993, 20.3,,6.0,,8.8, 14.1, 12.2, 10.6, 15.2, 10.4, 12.7, 11.7,,9.5, 21.9,,38.2
1994, 20.1, 12.5, 19.3, 14.8,,8.9, 10.7,,9.2, 11.6, 14.5, 13.5, 14.3, 18.7,,54.4,
1995, 19.9, 18.7, 16.3,,7.7, 11.1,,6.4,,9.3,,4.6, 15.6, 12.7, 12.7, 10.9,
1996, 11.3, 14.2,,8.2, 11.5, 11.3,,7.7,,9.8, 11.5,,6.4, 17.8, 17.7,,9.5
1997,,5.7, 17.9, 10.5,,6.3, 12.7, 15.4, 11.5, 11.7,,8.8, 10.0, 17.4, 16.5,,33.2
1998, 15.7,,9.8, 13.5, 19.1,,7.6, 17.2, 14.1, 10.8, 12.7, 19.3, 16.1, 18.0,,41.9,
1999, 19.5, 13.7, 13.8, 13.7, 11.7, 13.5,,7.7, 12.4, 16.1, 12.7, 12.8, 21.5,,51.2,,39.3
2000, 12.0, 18.9,,9.8, 16.9, 12.7, 10.2,,9.4, 13.7, 15.9, 20.7, 21.0, 17.3,,52.4,
2001, 11.7, 13.4, 14.1, 15.8,,7.4,,9.5, 11.6, 14.7, 13.6, 19.0, 14.4, 11.1,,42.4,
2002, 16.2, 19.6, 11.8, 10.4, 15.9, 14.2, 14.4, 10.3,,5.3, 16.4, 20.3, 14.9,,46.9,,38.1
2003, 15.6,,7.7,,7.7,,8.3, 16.8, 11.4, 12.5,,5.0,,9.1, 10.7, 15.6, 14.2
2004, 19.9, 10.5, 12.4, 14.9,,9.0, 12.9, 12.4, 16.7, 13.3, 18.8, 13.0, 13.4,,44.6,,36.2
2005, 14.9, 11.9, 11.5, 13.7, 12.7, 10.7,,8.8, 12.0, 12.7, 15.2, 13.8, 11.6,,40.2,,37.9
2006,,8.7, 10.2, 16.1, 12.1, 16.5,,6.5,,8.3, 14.4, 12.9, 17.4, 17.2, 16.3,,30.5
