year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1982, 12.2,,8.7, 14.3,,4.3,,8.4, 15.8,,5.0, 11.8, 10.6, 15.4, 15.1, 11.1,
1983, 12.4,,8.2, 13.1, 17.3, 18.6,,5.5,,5.1,,3.9, 12.9, 10.7,,5.6, 13.0
1984, 18.8,,9.7,,9.3,,2.4,,9.2,,6.1,,5.5,,7.3, 13.7, 12.7
1985, 11.5,,4.3, 13.0, 10.8,,9.2, 15.6, 10.6, 15.6,,4.5,,4.9, 10.7, 14.8,
1986, 17.2,,3.4, 14.2, 14.3, 13.5,,5.7,,9.0, 11.6,,3.1, 12.0, 14.9, 16.3,
1987,,4.8,,8.7, 12.2,,9.4, 10.3, 16.0,,9.8,,8.3,,9.9, 16.7,
1988, 20.4,,9.5, 15.6,,7.5, 10.9,,6.5, 16.6,,9.5,,8.0, 11.0,,5.7
1989,,8.5, 12.0, 13.1, 14.4,,3.1,,8.1,,5.0,,6.8,,5.9, 11.9,
1990, 16.8, 15.5,,4.0,,8.9,,2.9, 11.7,,4.8,,5.9,,7.5, 11.9, 10.5
1991, 12.2,,8.5, 10.9,,9.8,,3.3, 17.7,,9.2,,4.1,,8.3,,8.9
1992,,5.4,,7.5, 14.2, 11.3,,6.7,,6.0, 10.7, 15.2, 13.1, 11.0, 16.9,,9.3
1993, 16.1,,2.5,,3.8, 12.7, 10.2,,9.5, 12.8,,6.3, 13.2, 11.5,,7.9, 19.8
1994, 17.0, 12.0, 13.7, 12.1, 11.9,,5.7,,6.6,,9.7, 13.7, 11.8, 10.3, 14.6,,48.9
1995, 17.5, 17.3, 11.8,,4.9,,6.9,,4.6,,5.9,,2.2, 15.6,,5.7, 11.0
1996,,9.2, 12.1,,8.1,,6.2,,8.6,,4.4,,8.0, 10.1,,5.3, 13.9
1997,,4.4, 14.0,,4.8,,3.5, 11.8, 15.9,,8.4, 11.8,,4.8,,7.6, 16.7
1998, 12.7,,3.5, 10.8, 20.4,,4.9, 17.2,,8.8,,5.8, 13.3, 17.0, 11.8, 16.0,
1999, 17.1, 10.0, 11.2, 12.3,,8.6, 12.0,,3.6, 13.0, 14.9,,9.6,,9.6, 18.9,
2000,,6.3, 15.7,,5.9, 18.8, 13.5,,6.4,,9.7,,9.7, 12.8, 17.6, 18.7, 16.4
2001, 11.4, 12.9, 16.3, 16.3,,5.9,,5.5,,9.9, 12.3, 12.4, 16.0, 10.1,,7.1,
2002, 13.7, 15.8,,8.7,,8.0, 14.0,,9.3, 11.3,,8.0,,3.7, 14.2, 20.4, 16.4
2003, 12.2,,6.7,,4.8,,7.2, 12.2,,9.3, 10.6,,2.5,,4.0,,8.8
2004, 17.4,,8.2, 11.1, 13.3,,8.0,,7.2,,9.8, 16.4,,9.1, 16.9,,9.0
2005,,9.9,,9.2,,8.8, 11.9,,8.4,,8.3,,8.7,,8.5,,9.6
2006,,6.0,,9.0, 12.6,,8.2, 15.0,,4.3,,7.4, 12.7,,9.7, 14.2, 13.5
2007, 15.1, 16.3,,8.8,,1.4, 14.8, 15.4, 16.4,,8.2,,6.6,,5.3,,9.2
2008, 15.7,,5.8, 15.1, 13.2,,9.0,,7.5, 11.2, 16.4, 11.0, 11.3, 13.5,,7.0,
2009, 12.3,,8.4,,7.3,,8.7,,8.3,,7.1, 17.4,,8.7,,3.2, 10.6
2010, 12.1, 15.7, 10.1,,5.5,,6.4,,6.0,,8.0, 13.6, 10.2, 10.8, 12.8,,7.6
2011, 11.1, 11.9,,3.2,,2.0,,6.4, 12.1,,9.7, 10.6,,9.4,,9.0,
2012, 10.6,,4.4,,4.8, 19.5,,9.0, 16.6, 16.4, 13.6,,8.1, 16.4, 13.4, 18.5,
2013, 13.3,,7.0,,9.9,,6.8, 11.3,,7.8,,6.3,,8.0,,9.4, 17.7
2014, 23.8, 18.5,,8.7,,9.7, 14.5,,8.3,,7.8, 13.5,,3.2, 15.5, 16.6,
2015, 15.1,,9.0,,8.2,,6.0, 11.8,,5.8, 11.0, 12.1,,8.6,,8.9, 18.5
2016, 17.1, 10.3, 10.6, 13.4,,9.3, 15.1,,6.2,,7.8,,9.8,,6.2, 11.0,
2017, 10.6, 11.4, 11.4,,3.9,,9.6,,7.4, 11.2, 10.8, 16.3,,6.7, 10.4, 15.6,
2018, 16.4,,9.3, 18.2, 12.4,,7.5,,1.5,,4.7,,9.7,,6.7,,8.0
2019,,7.6,,8.4, 12.6,,6.7,,7.7, 12.5,,7.2, 10.2, 11.9, 17.7, 18.1, 16.7
2020, 11.4, 19.6,,9.5,,5.9,,1.5, 12.5,,9.5, 12.0,,6.4, 19.8, 11.6, 18.4
2021, 17.0, 11.5,,8.2,,2.4, 17.0,,8.1, 12.6,,7.9,,7.7, 11.8,,6.1
