year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1937,,5.3,,4.1,,3.4,,9.6, 13.7, 15.7, 17.1, 17.5, 14.3, 10.9,,6.8,
1938,,5.8,,6.0, 10.5, 10.6, 12.1, 15.2, 16.4, 17.3, 15.0, 11.0,,8.4,,4.9,
1939,,3.5,,6.6,,7.1,,9.3, 13.5, 17.2, 16.4, 17.5, 15.2,,9.4,,7.9
1940,,1.0,,3.2,,6.8,,8.9, 14.8, 19.5, 16.0, 16.7, 13.5, 10.1,,7.1,
1941,,0.7,,3.0,,5.1,,7.2, 11.5, 16.4, 17.9, 15.9, 16.1, 11.0,,7.2,
1942,,2.1,,2.1,,5.4, 10.8, 12.9, 15.6, 17.1, 16.8, 14.1, 10.8,,7.0,,7.1
1943,,4.3,,7.4,,8.3, 11.5, 13.1, 15.9, 17.3, 15.3, 13.9, 11.6,,6.8,,4.9
1944,,6.4,,4.8,,7.1, 11.1, 12.0, 14.9, 16.8, 17.5, 13.3,,9.8,,5.6,
1945,,1.4,,7.1,,9.9, 11.0, 12.9, 15.7, 18.3, 17.2, 15.5, 12.9,,8.2,,5.8
1946,,4.1,,5.9,,6.9, 11.9, 12.8, 15.1, 17.3, 15.8, 14.2,,9.8,,7.8,
1947,,3.2, -0.5,,2.6,,9.2, 13.4, 15.6, 17.6, 20.6, 15.2, 12.0,,7.1,,5.2
1948,,3.5,,5.1, 10.1, 10.6, 13.3, 14.7, 17.1, 15.0, 14.3, 10.5,,8.5,,6.1,
1949,,6.1,,6.7,,6.4, 11.1, 13.4, 16.5, 18.1, 17.4, 16.4, 12.0,,7.3,,5.4
1950,,5.1,,4.6,,8.9,,8.5, 12.4, 17.7, 17.2, 16.9, 13.0, 10.3,,5.5,
1951,,3.3,,3.4,,4.4,,7.4, 10.9, 15.0, 17.4, 15.6, 14.8, 11.3,,8.4,
1952,,2.3,,4.8,,7.0, 11.4, 14.4, 15.0, 17.9, 16.5, 11.8,,9.5,,4.7,
1953,,5.5,,6.1,,9.2,,8.5, 14.0, 15.7, 16.5, 17.2, 15.2, 11.3,,8.8,
1954,,4.1,,3.1,,5.9, 10.3, 12.7, 14.5, 15.7, 15.3, 13.1, 11.6,,7.3,,6.5
1955,,2.8,,1.5,,4.9, 12.0, 11.5, 15.3, 20.4, 19.5, 15.9, 10.3,,8.4,,5.2
1956,,3.5,,2.6,,6.8,,9.0, 14.2, 15.0, 16.6, 14.0, 14.5, 10.8,,7.6,
1957,,6.3,,4.7,,9.1, 10.6, 12.3, 17.0, 16.6, 16.0, 12.7, 11.6,,7.3,,5.6
1958,,4.0,,4.1,,3.6,,9.3, 11.9, 14.6, 17.0, 16.3, 16.0, 12.0,,7.7,
1959,,2.2,,5.7,,7.9, 10.5, 14.4, 16.4, 18.2, 18.6, 16.7, 13.3,,8.0,,5.6
1960,,4.3,,4.0,,6.1, 11.1, 14.9, 17.9, 16.5, 16.3, 14.3, 10.2,,6.9,,3.9
1961,,3.8,,7.1, 10.0, 10.1, 12.7, 15.5, 15.7, 16.3, 15.4, 11.2,,6.4,,2.7,
1962,,4.9,,5.7,,4.0,,9.3, 11.9, 16.1, 15.3, 15.0, 12.9, 11.6,,5.9,
1963,,0.8,,1.1,,6.8,,9.3, 11.8, 15.7, 15.9, 14.8, 14.1, 11.7,,6.8,
1964,,5.7,,5.2,,4.6, 10.0, 13.8, 15.3, 16.9, 16.0, 14.6, 10.3,,7.8,,4.3
1965,,3.5,,4.8,,5.9, 10.1, 12.1, 15.8, 14.0, 15.7, 13.3, 11.4,,4.5,,3.5
1966,,3.2,,3.6,,8.0,,6.5, 12.9, 15.9, 16.7, 14.9, 14.8, 10.3,,5.8,
1967,,4.9,,5.8,,7.4,,9.9, 10.6, 16.3, 16.8, 16.7, 14.6, 10.5,,7.1,
1968,,4.8,,2.5,,7.2,,9.6, 10.1, 16.7, 15.2, 16.5, 14.1, 12.1,,6.5,
1969,,5.3,,1.4,,3.7,,8.8, 11.2, 16.3, 18.2, 17.8, 14.8, 13.7,,4.9,
1970,,3.6,,3.2,,5.4,,7.8, 13.4, 17.6, 15.2, 17.2, 14.7, 10.9,,6.8,
1971,,5.1,,6.1,,6.8,,9.6, 13.7, 13.5, 18.0, 16.3, 15.9, 12.3,,7.0,
1972,,4.1,,4.4,,7.2, 10.2, 12.0, 13.7, 17.4, 16.3, 13.7, 12.2,,6.7,,6.0
1973,,5.1,,5.4,,8.9,,8.3, 12.0, 16.8, 17.3, 17.1, 14.5, 10.2,,6.5,
1974,,6.4,,5.9,,6.1, 10.5, 12.8, 15.4, 15.9, 16.4, 12.8,,8.6,,6.8,
1975,,6.5,,5.1,,5.9,,9.3, 11.6, 16.8, 18.0, 20.0, 13.7, 11.3,,7.1,
1976,,5.7,,5.4,,5.5,,9.8, 12.5, 17.6, 19.8, 19.3, 13.4, 10.7,,6.8,
1977,,3.0,,3.7,,7.2,,8.3, 12.3, 14.6, 17.8, 16.5, 13.5, 12.2,,6.1,
1978,,3.4,,2.0,,7.2,,7.3, 14.2, 15.5, 15.7, 15.9, 14.2, 12.5,,8.9,
1979,,1.5,,2.0,,4.5,,8.2, 11.0, 16.0, 17.0, 15.5, 14.3, 11.1,,7.1,
1980,,2.6,,5.1,,4.8, 11.0, 13.9, 15.4, 15.7, 16.4, 14.8,,9.2,,6.9,
1981,,5.4,,4.4,,7.5, 10.2, 13.5, 14.8, 16.6, 17.9, 15.4,,8.2,,7.7,
1982,,3.1,,5.9,,7.3, 10.8, 13.5, 15.1, 18.5, 16.9, 14.4, 10.6,,7.3,,4.6
1983,,6.5,,2.8,,7.4,,7.6, 10.2, 15.0, 19.9, 19.3, 13.4, 10.8,,7.9,
1984,,2.5,,4.4,,5.4, 10.6, 13.1, 16.0, 19.2, 19.0, 13.4, 11.6,,7.6,,6.2
1985,,2.1,,4.5,,5.5,,9.3, 12.4, 14.1, 16.5, 15.2, 13.8, 12.1,,4.5,
1986,,3.3,,0.6,,6.5,,7.0, 12.3, 16.3, 16.8, 14.3, 13.7, 11.3,,8.4,
1987,,2.4,,4.6,,5.2, 11.4, 11.9, 13.2, 16.9, 16.4, 14.1,,9.6,,6.7,
1988,,4.8,,5.2,,6.6,,9.5, 13.1, 17.0, 15.7, 16.4, 14.4, 10.5,,7.0,
1989,,8.2,,6.4,,7.7,,7.9, 14.0, 16.1, 20.0, 16.9, 14.5, 12.0,,7.0,
1990,,6.5,,6.6,,9.1, 10.2, 14.1, 15.1, 17.6, 18.0, 13.8, 11.3,,6.8,,5.2
1991,,3.7,,3.3,,8.5,,9.3, 13.2, 13.6, 18.3, 18.4, 15.4, 10.4,,7.2,
1992,,5.6,,6.6,,7.5,,9.3, 14.7, 17.6, 16.7, 15.7, 13.3,,8.4,,7.3
1993,,5.9,,7.0,,7.7,,9.8, 12.0, 15.6, 16.0, 15.5, 13.3,,8.8,,5.3
1994,,4.7,,2.9,,7.0,,9.0, 11.9, 15.7, 18.4, 16.4, 13.6, 10.8,,9.8,
