year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1945, -2.5,,3.7,,3.1,,4.9,,7.2,,9.8, 11.7, 11.2, 10.7,,7.7,
1946,,0.2,,3.3,,1.0,,4.2,,5.7,,8.5, 11.3, 10.3, 10.2,,6.9
1947, -1.0, -4.1,,0.7,,4.1,,7.8, 10.4, 12.4, 12.4, 10.1,,5.8,,4.1,
1948,,2.7,,1.5,,3.2,,3.8,,5.8,,9.3, 10.9, 10.8,,9.7,
1949,,2.2,,1.4,,1.1,,5.2,,5.6,,9.1, 11.6, 11.5, 12.0,,8.0
1950,,1.5,,2.3,,3.3,,3.5,,6.5, 10.9, 11.5, 11.1,,9.4,,6.2
1951,,1.3,,0.8,,1.2,,2.3,,5.8,,8.6, 11.2, 10.7, 10.3,,5.5
1952,,0.1, -0.2,,3.3,,4.5,,8.0,,9.3, 11.9, 11.8,,6.9,,5.6
1953,,0.4,,0.8,,0.4,,3.1,,7.6,,9.6, 11.1, 11.2,,9.3,
1954,,0.1, -0.3,,2.4,,2.3,,6.6,,9.4, 10.4, 10.5,,8.8,,8.7
1955,,0.0, -1.5, -0.9,,4.4,,5.3,,9.4, 11.6, 12.5,,9.4,,5.0,
1956,,0.7, -4.1,,1.9,,1.8,,6.1,,8.6, 11.6,,9.6, 10.6,,5.6
1957,,2.3,,2.2,,5.4,,4.2,,5.5,,9.1, 12.5, 11.3,,9.1,
1958,,0.5,,1.8,,0.3,,2.8,,6.7,,9.3, 11.5, 11.7, 11.1,,7.6
1959, -1.2,,1.0,,3.5,,5.2,,6.8,,9.7, 11.7, 12.1,,9.3,,7.9
1960,,1.3,,1.0,,3.3,,4.2,,7.7, 10.3, 10.9, 10.5,,9.2,,7.1
1961,,0.9,,4.1,,2.9,,6.1,,6.0,,9.0, 10.6, 11.1, 10.7,,7.0
1962,,1.2,,1.1, -1.4,,3.5,,5.8,,7.9, 10.4, 10.3,,8.5,,6.3
1963, -5.4, -3.6,,2.2,,4.4,,5.8, 10.0, 10.2, 10.2,,8.8,,7.3,,5.1
1964,,0.2,,1.4,,1.4,,4.5,,8.1,,9.6, 11.4, 10.7,,9.0,
1965,,0.7,,0.2,,1.1,,3.6,,7.0,,9.3, 10.1, 10.3,,8.1,
1966,,0.4,,3.5,,2.4,,4.1,,6.1, 10.4, 10.5, 10.2,,9.5,,7.1
1967,,1.6,,2.0,,3.4,,3.7,,6.3,,8.9, 11.9, 11.1,,9.9,
1968,,1.3, -0.8,,2.5,,3.1,,5.5,,9.9, 10.6, 11.5, 10.2,,9.6,
1969,,3.0, -1.7,,0.6,,2.8,,7.1,,8.5, 11.7, 11.9, 10.0,,8.8,
1970,,1.2, -0.1, -0.0,,2.8,,7.5, 10.5, 10.8, 11.1, 10.1,,6.9,,4.8,
1971,,1.9,,1.1,,1.5,,3.5,,6.2,,8.5, 11.6, 11.8,,8.9,
1972,,1.2,,1.8,,2.2,,4.6,,6.3,,7.5, 10.8, 10.3,,7.4,
1973,,1.8,,0.9,,1.3,,2.9,,7.0,,9.5, 11.0, 11.8, 10.0,,5.3
1974,,2.9,,2.3,,2.0,,3.3,,5.8,,9.0, 10.9, 10.4,,8.2,
1975,,3.8,,1.4,,1.9,,4.1,,5.6,,8.5, 12.2, 12.8,,9.0,
1976,,2.8,,1.5,,1.1,,3.2,,7.1, 11.0, 12.3, 11.1,,9.4,,7.5
1977,,0.3,,2.5,,3.6,,3.0,,5.7,,8.0, 11.2, 10.9,,9.3,
1978,,0.5, -0.1,,2.8,,2.7,,6.3,,9.0, 10.7, 10.7,,9.6,,7.8
1979, -3.4, -1.3,,1.4,,3.8,,5.5,,9.3, 11.3, 10.5,,8.7,,7.4,
1980, -0.8,,2.7,,1.6,,3.9,,5.6,,9.4, 10.2, 11.6, 10.8,,5.2,
1981,,1.7, -0.3,,5.2,,3.7,,7.1,,9.2, 11.2, 11.4,,9.9,,5.0
1982, -0.1,,1.8,,1.9,,3.6,,6.1, 11.0, 11.8, 11.6,,9.8,,6.9,
1983,,3.7, -1.0,,2.8,,2.6,,6.3, 10.0, 13.5, 12.1, 10.2,,6.8,,4.7
1984,,0.8,,0.6,,1.5,,2.4,,5.2,,9.4, 10.7, 12.2, 10.0,,7.5
1985, -2.5, -0.9,,0.8,,4.3,,6.5,,8.4, 11.6, 10.8, 10.0,,7.4,,0.9
1986,,0.7, -3.7,,1.2,,2.0,,6.7,,9.6, 11.5,,9.8,,6.3,
1987, -1.8,,0.5,,0.7,,5.4,,5.5,,9.0, 11.5, 11.2,,9.8,,6.3
1988,,2.7,,1.4,,3.2,,3.9,,7.2,,9.8, 11.0, 10.7,,9.5,
1989,,2.8,,2.3,,3.8,,2.6,,7.6,,8.9, 12.7, 11.4, 10.6,,8.3
1990,,3.7,,4.4,,4.2,,2.8,,6.9,,9.3, 11.1, 12.7,,8.5,
1991,,0.8, -1.8,,4.3,,3.6,,6.4,,8.2, 12.5, 12.0,,9.8,,6.7
1992,,1.0,,1.7,,4.0,,4.5,,8.0, 10.2, 12.3, 11.6,,9.7,,4.4
1993,,2.8,,2.0,,2.5,,5.7,,7.1, 10.1, 11.0,,9.9,,8.6,
1994,,2.4,,0.4,,4.3,,4.1,,6.7,,9.6, 12.6, 11.8,,9.4,
1995,,1.7,,3.6,,1.5,,4.5,,6.4,,9.3, 13.1, 13.1,,9.6,
1996,,2.4, -0.7,,1.4,,3.8,,4.5,,8.7, 11.1, 11.5,,9.3,,7.8
1997, -0.7,,3.3,,4.2,,3.8,,6.4, 10.3, 11.6, 14.3,,9.8,,6.2,
1998,,2.4,,3.1,,4.6,,4.2,,8.2, 10.5, 11.4, 10.9, 11.1,,7.4,
1999,,2.7,,2.0,,3.6,,5.3,,8.6,,9.1, 12.3, 12.0, 11.3,,6.8
2000,,1.6,,2.8,,3.6,,4.0,,7.7, 10.7, 11.0, 12.0, 11.0,,7.1,
2001,,0.7,,1.3,,2.4,,3.9,,7.3,,9.4, 12.3, 12.5,,9.7, 10.4
2002,,2.7,,3.8,,3.7,,4.5,,7.7,,9.9, 11.5, 12.5,,9.7,
2003,,1.6,,0.7,,2.9,,4.5,,7.4, 10.9, 12.8, 13.1,,8.7,,5.0
2004,,2.3,,2.5,,2.8,,5.1,,7.3, 10.8, 11.4, 13.2, 10.8,,7.4,
2005,,3.0,,1.4,,3.5,,4.7,,6.8, 10.7, 12.5, 11.1, 10.8, 10.1,,2.6
2006,,1.8,,1.0,,1.7,,4.6,,8.1, 10.6, 13.9, 12.2, 12.7,,9.8,
2007,,4.2,,3.1,,3.1,,5.9,,7.9, 11.0, 11.5, 11.0,,9.7,,7.1
2008,,3.7,,1.1,,2.8,,3.8,,8.7,,9.9, 11.8, 12.8,,9.5,
2009, -0.1,,1.3,,2.6,,5.3,,7.5, 10.0, 12.1, 12.4, 10.1,,8.0,,6.1
2010, -1.1,,0.3,,2.2,,3.7,,6.0,,9.9, 12.9, 11.4,,9.7,,6.9
2011,,1.4,,3.7,,2.5,,6.4,,7.6,,9.4, 10.6, 11.4, 11.1,,8.8
2012,,2.7,,0.6,,3.3,,3.3,,7.6, 10.1, 11.4, 12.6,,8.5,,6.6
2013,,1.2,,0.4,,0.0,,3.1,,5.7,,9.5, 12.6, 12.4,,9.7,
2014,,2.7,,3.4,,3.2,,5.9,,8.1, 10.4, 12.7, 10.9, 10.6,,9.4,
2015,,1.4,,0.8,,2.8,,4.1,,6.9,,9.2, 11.6, 11.8,,8.3,
2016,,2.4,,1.8,,1.9,,3.3,,7.7, 11.2, 12.5, 12.5, 12.2,,7.1,
2017,,0.7,,3.5,,5.1,,4.2,,8.6, 11.8, 12.6, 11.5,,9.7,,9.2
2018,,2.6, -0.3,,1.8,,6.4,,7.8, 10.9, 13.2, 12.4,,9.4,,6.7,
2019,,1.1,,2.2,,4.5,,4.1,,6.3, 10.3, 12.8, 12.5, 10.0,,7.1,
2020,,3.8,,3.5,,2.8,,5.0,,6.8, 10.6, 11.6, 13.7,,9.7,,7.6
2021,,0.6,,2.1,,3.3,,1.2,,5.9, 11.2, 13.1, 12.0, 11.5,,8.8,
