year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1963, 11.4,,9.0, 17.6, 13.9, 16.6, 15.6, 13.4, 18.8, 13.3, 13.1, 22.2,,9.0,,37.3,
1964,,8.8,,7.8, 11.4, 13.1, 11.2, 11.3,,9.1, 15.4, 14.6, 10.8, 11.0, 15.8,,25.6
1965, 15.4,,8.1, 11.9, 14.5, 14.1, 14.7, 14.6, 12.6, 17.3,,9.0, 16.4, 18.8,,39.3,
1966, 12.1, 17.8, 12.2, 12.2, 14.6, 16.2, 11.9, 13.8, 12.8, 14.9, 16.2, 19.5,,48.7,,39.0,
1967, 15.1, 14.2, 15.5,,9.1, 20.6, 10.0, 12.3, 12.2, 15.5, 20.4, 12.2, 13.0,,48.8,,45.2
1968, 13.4, 11.0, 11.6, 11.5, 13.5,,9.4, 15.3,,8.2, 14.5, 16.7, 12.7, 12.5,,37.5,
1969, 17.9, 14.1, 10.3, 11.3, 20.3, 11.2,,9.7, 11.8, 10.9, 10.5, 14.3, 13.2,,44.5,,41.9
1970, 18.1, 13.7, 12.5, 14.6,,9.9,,8.3, 17.5, 10.9, 16.2, 14.0, 19.7, 12.4,,45.0,
1971, 15.2,,8.1, 12.4,,7.1, 11.2, 12.5,,9.6, 12.5,,7.2, 11.9, 12.9, 11.5,
1972, 21.0, 15.1, 12.6, 13.3, 15.5, 15.5,,8.9,,9.1,,4.0,,6.7, 12.7, 12.4,
1973, 11.0,,8.2,,6.1, 12.1, 14.1,,8.7, 12.7, 12.5, 10.7, 10.9, 11.6, 15.0,,31.6
1974, 19.8, 13.4, 14.1,,3.5, 11.8,,9.9, 14.5, 13.3, 17.3, 15.4, 17.7, 18.7,,48.2,
1975, 20.3,,7.7,,9.7, 16.2,,7.3,,7.7, 13.6,,9.5, 16.7,,8.4, 11.8
1976, 15.8, 10.3, 15.5,,7.2, 16.7,,8.1,,7.7,,4.0, 15.7, 20.5, 10.8, 15.1,
1977, 13.7, 14.6, 18.0, 16.1,,9.7, 10.2,,7.5, 11.4, 13.3, 14.2, 17.9, 12.3,,43.4,
1978, 15.3, 14.8, 18.2, 10.0,,7.8,,9.0, 10.7, 15.5, 15.9,,9.2, 13.5, 21.1,,42.4
1979, 12.8,,5.7, 18.1, 15.2, 17.1, 10.1, 14.0, 15.7, 10.2, 15.9, 16.1, 16.1,,39.6,,50.4
1980, 14.4, 14.4, 17.0,,3.7,,5.6, 15.0, 12.9, 14.1, 16.8, 16.6, 17.9, 17.9,,45.0,
1981, 16.1,,8.4, 16.8,,5.6, 14.0, 13.3, 11.6,,5.5, 15.0, 16.1, 16.9, 12.5,,42.4
1982, 13.2, 11.3, 14.6,,6.8, 10.6,,8.3,,6.9, 16.0, 15.8, 18.9, 17.3, 15.2,,36.9
1983, 17.5,,9.4, 17.6, 13.8, 18.0, 10.2,,5.1,,5.7, 16.9, 18.1,,6.7, 17.9,
1984, 20.1, 12.7, 13.3,,5.5,,6.4,,8.6,,7.1,,5.7, 16.0, 16.3, 20.0, 16.6
1985, 13.3,,5.3, 14.8, 17.5, 10.4, 15.5, 18.6, 22.8, 16.6,,7.5, 15.0, 19.2,,35.3,
1986, 20.5,,9.1, 14.7, 14.2, 19.9,,7.7,,9.5, 14.5,,6.3, 13.3, 15.9, 19.6,
1987, 10.9, 10.0, 14.4,,9.1, 11.2, 16.0, 13.7, 13.5, 14.1, 16.2, 11.7, 12.6,,40.5,,34.7
1988, 18.6, 14.1, 15.7, 10.9, 10.6,,5.2, 22.1, 17.3, 13.2, 17.0, 10.6, 11.7,,45.2,,37.2
1989, 11.0, 15.4, 17.5, 12.3,,6.8,,9.9,,6.0, 16.1,,9.5, 16.8,,7.7,
1990, 20.4, 20.2, 13.2, 10.2,,9.9, 15.1,,8.3, 12.7, 11.5, 17.1, 11.7, 15.0,,49.2,
1991, 11.9, 12.2, 13.2, 10.9,,6.3, 19.9, 13.2,,7.1, 10.9, 13.5, 16.4,,8.6,,39.1
1992,,7.6, 13.4, 17.4, 15.5,,9.0,,6.9, 12.2, 19.8, 17.9, 11.5, 18.9, 11.0,,29.7
1993, 21.2,,5.9, 12.2, 13.7, 13.2, 10.6, 12.8, 12.2, 12.0, 12.8, 10.2, 18.6,,38.1,,39.2
1994, 20.2, 12.3, 19.7, 13.4,,4.7, 12.0,,9.6, 10.2, 11.7, 12.8, 15.4, 17.7,,51.1,
1995, 19.1, 15.6, 14.9,,8.2, 14.9,,8.4, 10.0,,6.1, 15.5, 19.0, 13.2, 12.9,,52.4
1996, 14.2, 14.5,,9.7, 14.2, 13.8,,8.5,,9.9, 10.7,,5.6, 19.3, 15.8, 10.4,
1997,,6.8, 17.6, 12.6,,6.7, 13.6, 15.1, 12.9,,9.3,,9.7,,8.7, 18.7, 17.0
1998, 16.2, 11.3, 12.3, 18.4,,9.6, 15.4, 17.7, 12.4, 12.8, 18.4, 16.7, 15.9,,44.4,,40.2
1999, 17.9, 13.0, 13.0, 11.7, 12.7, 15.1, 11.0,,9.0, 15.8, 13.4, 12.9, 19.6,,46.8,,37.4
2000, 13.5, 17.6, 11.3, 15.1, 12.3, 11.5,,7.5, 16.1, 16.7, 18.3, 18.9, 17.7,,50.7,,38.7
2001, 10.4, 12.3, 14.8, 14.1,,6.1, 12.7, 14.0, 14.7, 13.7, 20.2, 14.7, 12.1,,40.4,,35.1
2002, 15.9, 21.1, 13.0, 10.2, 16.8, 18.5, 17.4, 13.3,,5.8, 18.6, 18.9, 16.0,,49.1,,40.0
2003, 16.8,,6.1,,7.9,,7.4, 18.9, 11.6, 12.8,,5.8, 10.0, 10.0, 15.7, 14.2,
2004, 19.8, 11.0, 12.2, 16.3,,9.4, 16.9, 12.9, 16.7, 14.3, 20.2, 12.8, 13.2,,45.0,,37.8
2005, 16.2, 13.8, 14.1, 12.7, 16.3, 12.6,,8.2, 13.6, 12.2, 15.6, 14.8, 14.1,,43.2,,43.1
2006,,9.8, 11.3, 18.6,,9.9, 16.9,,8.7,,7.8, 11.2, 13.8, 18.8, 16.8, 14.3,
2007, 18.7, 16.4, 11.9,,4.8, 15.5, 14.7, 17.5, 11.1,,9.0,,6.6, 15.8, 12.2,,49.4
2008, 22.5, 11.3, 18.4, 17.3,,5.9, 14.0, 13.5, 18.8, 13.1, 17.3, 14.1, 12.3,,46.0,,41.6
2009, 14.7, 11.5, 11.6,,9.2, 14.8, 12.5, 19.7, 18.3,,9.1, 16.3, 19.9, 17.7,,38.6,
2010, 15.8, 13.2, 10.6, 10.7, 11.2,,6.7, 15.8, 14.7, 15.1, 13.9, 22.3, 11.0,,46.7,,32.4
2011, 12.1, 18.3, 11.2,,5.9, 16.7, 15.3, 12.1, 16.4, 17.4, 18.2, 14.5, 19.4,,41.3,,33.8
2012, 13.5,,8.2,,5.3, 19.9, 11.8, 16.5, 17.7, 17.0, 12.9, 15.6, 14.8, 19.0,,41.1,
2013, 18.0,,9.2, 13.6, 11.5, 13.0,,8.0, 10.1, 11.1, 10.1, 18.0, 10.5, 19.9,,46.2,
2014, 21.9, 19.7, 12.3, 12.1, 14.8, 11.6, 12.2, 17.8,,6.0, 19.0, 18.8, 14.8,,61.5,,39.3
2015, 17.6,,9.3, 14.2, 10.2, 16.0, 10.9, 21.8, 15.3,,8.0, 10.8, 20.2, 23.3,,41.7,
2016, 23.2, 14.3, 11.6, 15.5,,8.1, 15.7, 17.1, 11.8, 13.6, 11.9, 11.4, 12.9,,60.8,,35.2
2017, 11.0, 14.8, 13.8,,7.1,,8.3, 16.4, 16.1, 17.2, 17.2, 16.7, 14.4, 12.9,,38.7,
2018, 15.6, 13.5, 16.3, 12.6,,6.0,,7.1, 10.1, 14.2, 14.8, 12.8, 20.5, 11.8,,41.9,
2019,,8.5,,9.0, 14.7,,8.2, 15.5, 15.3, 13.7, 18.7, 14.9, 14.3, 17.2, 16.2,,29.4
2020, 14.3, 19.4, 11.2,,3.6,,8.4, 16.3, 16.8, 12.8,,9.9, 22.2, 14.0, 20.5,,49.9
2021, 17.3, 15.8, 11.3,,6.5, 16.8,,4.6, 10.6, 11.0, 11.8, 20.9, 12.8, 15.1,,53.5,
